baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene_Name
316.1384841091579,-0.32536542747646463,0.2420063416445768,-1.3444500060015507,0.17880291264571893,0.8068822049166657,0610009B22Rik_129
346.9377480440456,-0.06074457807380207,0.20585650272721842,-0.2950821434788244,0.7679311301518339,0.9863909491749135,0610009B22Rik_JF1
34.19489883631952,-0.14224082493006415,0.41530660713767764,-0.3424959354978673,0.7319777022575976,0.9823649515571042,0610009E02Rik_129
33.37281390919731,-0.19475802849653714,0.42048423774813737,-0.463175574760055,0.6432385224257176,0.970165033852224,0610009E02Rik_JF1
71.3560732014546,0.2267308431548806,0.34727538404246594,0.6528848676678887,0.5138305052165151,0.9416882929765584,0610009L18Rik_129
60.989115938833606,0.4396441055842718,0.35416386111347303,1.2413578963196676,0.2144735656029465,0.8333497704577958,0610009L18Rik_JF1
2006.5070831534692,-0.08292450767661617,0.16810780618271653,-0.4932817193895532,0.6218135432834884,0.9645514343077125,0610010F05Rik_129
2050.850944183365,-0.04690617252506775,0.1466259322013367,-0.3199036611113196,0.7490413624383019,0.9842806589898407,0610010F05Rik_JF1
288.61213110943385,0.24118228478078255,0.2980674663048117,0.8091533362253738,0.4184269522511508,0.9176952717400918,0610010K14Rik_129
294.7156535444947,0.2091400419204565,0.2785396695858199,0.7508447261082827,0.4527461086381554,0.9265922602905476,0610010K14Rik_JF1
690.9942104741443,0.15586442438645387,0.2019175150597376,0.7719212686444816,0.4401610595697848,0.9235305384390667,0610012G03Rik_129
423.5597369086999,-0.027883268926615738,0.20817094673427144,-0.13394409433228216,0.8934467821870719,0.9987212804735741,0610012G03Rik_JF1
588.157315230584,-0.13349151839943169,0.2213324064410664,-0.6031268558722156,0.5464243018642813,0.9482786133573556,0610030E20Rik_129
620.1391506355575,0.16884089741419991,0.14188540601583777,1.1899807186325653,0.23405397050105384,0.8500131622308968,0610030E20Rik_JF1
28.095104467825816,0.18257509770713842,0.5998372868837988,0.304374372349592,0.7608426900386316,0.9863909491749135,0610040B10Rik_129
