Gene,Status,Expressed_Allele,Sample,RawCount,Group,log2_count
Gab1,Imprinted,Paternal,WT_M1,3357,WT Male,11.71338651493703
Gab1,Imprinted,Paternal,WT_M2,4050,WT Male,11.984062369686436
Gab1,Imprinted,Paternal,WT_M3,1665,WT Male,10.702172685365548
Gab1,Imprinted,Paternal,WT_F1,3979,WT Female,11.958552715431011
Gab1,Imprinted,Paternal,WT_F2,2679,WT Female,11.388017285345136
Gab1,Imprinted,Paternal,WT_F3,2791,WT Female,11.447083226209653
Gab1,Imprinted,Paternal,HT_F1,4357,HT Female,12.089450481115907
Gab1,Imprinted,Paternal,HT_F2,2136,HT Female,11.061371192659811
Gab1,Imprinted,Paternal,HT_F3,2328,HT Female,11.185494924210866
Gab1,Imprinted,Paternal,KO_M1,2041,KO Male,10.995767150877802
Gab1,Imprinted,Paternal,KO_M2,2501,KO Male,11.28886607416582
Gab1,Imprinted,Paternal,KO_M3,2256,KO Male,11.140190703191836
Galnt6,Imprinted,Paternal,WT_M1,864,WT Male,9.756556322524087
Galnt6,Imprinted,Paternal,WT_M2,952,WT Male,9.896332403909941
Galnt6,Imprinted,Paternal,WT_M3,497,WT Male,8.960001932068081
Galnt6,Imprinted,Paternal,WT_F1,1592,WT Female,10.63753055152531
Galnt6,Imprinted,Paternal,WT_F2,797,WT Female,9.640244936222345
Galnt6,Imprinted,Paternal,WT_F3,697,WT Female,9.447083226209653
Galnt6,Imprinted,Paternal,HT_F1,1149,HT Female,10.167418145831737
Galnt6,Imprinted,Paternal,HT_F2,422,HT Female,8.72451385311995
Galnt6,Imprinted,Paternal,HT_F3,605,HT Female,9.243173983472952
Galnt6,Imprinted,Paternal,KO_M1,452,KO Male,8.823367240046235
Galnt6,Imprinted,Paternal,KO_M2,733,KO Male,9.519636252843213
Galnt6,Imprinted,Paternal,KO_M3,710,KO Male,9.473705749619416
Gatm,Imprinted,Maternal,WT_M1,6339,WT Male,12.63026712502677
Gatm,Imprinted,Maternal,WT_M2,8409,WT Male,13.037890085142507
Gatm,Imprinted,Maternal,WT_M3,3481,WT Male,11.7657004876511
Gatm,Imprinted,Maternal,WT_F1,7761,WT Female,12.922212717785449
Gatm,Imprinted,Maternal,WT_F2,5803,WT Female,12.502831804066744
Gatm,Imprinted,Maternal,WT_F3,6071,WT Female,12.567956075415466
Gatm,Imprinted,Maternal,HT_F1,8056,HT Female,12.976027040189834
Gatm,Imprinted,Maternal,HT_F2,3945,HT Female,11.946175240723559
Gatm,Imprinted,Maternal,HT_F3,5198,HT Female,12.344018439881326
Gatm,Imprinted,Maternal,KO_M1,3332,KO Male,11.702605602110248
Gatm,Imprinted,Maternal,KO_M2,4813,KO Male,12.233020426474496
Gatm,Imprinted,Maternal,KO_M3,4829,KO Male,12.237807473723135
Gm35612,Imprinted,Maternal,WT_M1,34,WT Male,5.129283016944966
Gm35612,Imprinted,Maternal,WT_M2,61,WT Male,5.954196310386875
Gm35612,Imprinted,Maternal,WT_M3,23,WT Male,4.584962500721156
Gm35612,Imprinted,Maternal,WT_F1,20,WT Female,4.392317422778761
Gm35612,Imprinted,Maternal,WT_F2,23,WT Female,4.584962500721156
Gm35612,Imprinted,Maternal,WT_F3,30,WT Female,4.954196310386875
Gm35612,Imprinted,Maternal,HT_F1,51,HT Female,5.700439718141092
Gm35612,Imprinted,Maternal,HT_F2,9,HT Female,3.321928094887362
Gm35612,Imprinted,Maternal,HT_F3,20,HT Female,4.392317422778761
Gm35612,Imprinted,Maternal,KO_M1,82,KO Male,6.3750394313469245
Gm35612,Imprinted,Maternal,KO_M2,44,KO Male,5.491853096329675
Gm35612,Imprinted,Maternal,KO_M3,65,KO Male,6.044394119358453
Gnai3,Predicted,Maternal,WT_M1,3410,WT Male,11.735979039613404
Gnai3,Predicted,Maternal,WT_M2,4228,WT Male,12.046100845028802
Gnai3,Predicted,Maternal,WT_M3,2009,WT Male,10.972979786066292
Gnai3,Predicted,Maternal,WT_F1,3345,WT Female,11.708221730038353
Gnai3,Predicted,Maternal,WT_F2,2609,WT Female,11.349834091457247
Gnai3,Predicted,Maternal,WT_F3,3335,WT Female,11.703903573444663
Gnai3,Predicted,Maternal,HT_F1,4770,HT Female,12.220075970984304
Gnai3,Predicted,Maternal,HT_F2,2565,HT Female,11.325305455089682
Gnai3,Predicted,Maternal,HT_F3,2789,HT Female,11.44604940671655
Gnai3,Predicted,Maternal,KO_M1,1726,KO Male,10.754052367528924
Gnai3,Predicted,Maternal,KO_M2,2615,KO Male,11.353146825498083
Gnai3,Predicted,Maternal,KO_M3,2749,KO Male,11.425215903299383
Gnas,Imprinted - Isoform Dependent,Maternal,WT_M1,55789,WT Male,15.767718930935438
Gnas,Imprinted - Isoform Dependent,Maternal,WT_M2,85970,WT Male,16.391562467133024
Gnas,Imprinted - Isoform Dependent,Maternal,WT_M3,48420,WT Male,15.56334525401524
Gnas,Imprinted - Isoform Dependent,Maternal,WT_F1,63429,WT Female,15.952877721720233
Gnas,Imprinted - Isoform Dependent,Maternal,WT_F2,54931,WT Female,15.745359198941893
Gnas,Imprinted - Isoform Dependent,Maternal,WT_F3,68022,WT Female,16.053735013788106
Gnas,Imprinted - Isoform Dependent,Maternal,HT_F1,87464,HT Female,16.41641820303167
Gnas,Imprinted - Isoform Dependent,Maternal,HT_F2,54781,HT Female,15.741414316958398
Gnas,Imprinted - Isoform Dependent,Maternal,HT_F3,52486,HT Female,15.679672519319315
Gnas,Imprinted - Isoform Dependent,Maternal,KO_M1,44809,KO Male,15.451533106039868
Gnas,Imprinted - Isoform Dependent,Maternal,KO_M2,60174,KO Male,15.876876616249222
Gnas,Imprinted - Isoform Dependent,Maternal,KO_M3,58836,KO Male,15.844436067415787
Grb10,Imprinted - Isoform Dependent,Maternal,WT_M1,1952,WT Male,10.93147623388679
Grb10,Imprinted - Isoform Dependent,Maternal,WT_M2,3587,WT Male,11.80896417491926
Grb10,Imprinted - Isoform Dependent,Maternal,WT_M3,1569,WT Male,10.61654884377899
Grb10,Imprinted - Isoform Dependent,Maternal,WT_F1,2463,WT Female,11.266786540694902
Grb10,Imprinted - Isoform Dependent,Maternal,WT_F2,1575,WT Female,10.622051819456376
Grb10,Imprinted - Isoform Dependent,Maternal,WT_F3,2798,WT Female,11.450695771572915
Grb10,Imprinted - Isoform Dependent,Maternal,HT_F1,7745,HT Female,12.919235786028347
Grb10,Imprinted - Isoform Dependent,Maternal,HT_F2,2724,HT Female,11.41204051455165
Grb10,Imprinted - Isoform Dependent,Maternal,HT_F3,1725,HT Female,10.753216749178955
Grb10,Imprinted - Isoform Dependent,Maternal,KO_M1,2147,KO Male,11.068778277985412
Grb10,Imprinted - Isoform Dependent,Maternal,KO_M2,3153,KO Male,11.62296694479051
Grb10,Imprinted - Isoform Dependent,Maternal,KO_M3,2440,KO Male,11.253256579781153
H13,Imprinted,Maternal,WT_M1,3438,WT Male,11.74777340052679
H13,Imprinted,Maternal,WT_M2,5330,WT Male,12.380190466749834
H13,Imprinted,Maternal,WT_M3,2783,WT Male,11.442943495848729
H13,Imprinted,Maternal,WT_F1,3875,WT Female,11.92035285541508
H13,Imprinted,Maternal,WT_F2,3343,WT Female,11.707359132080883
H13,Imprinted,Maternal,WT_F3,4501,WT Female,12.136350341454156
H13,Imprinted,Maternal,HT_F1,8017,HT Female,12.96902670215077
H13,Imprinted,Maternal,HT_F2,3857,HT Female,11.913637428049103
H13,Imprinted,Maternal,HT_F3,2670,HT Female,11.38316426063511
H13,Imprinted,Maternal,KO_M1,2434,KO Male,11.249706056969705
H13,Imprinted,Maternal,KO_M2,3347,KO Male,11.709083812550343
H13,Imprinted,Maternal,KO_M3,3345,KO Male,11.708221730038353
H19,Imprinted,Maternal,WT_M1,6,WT Male,2.807354922057604
H19,Imprinted,Maternal,WT_M2,3,WT Male,2
H19,Imprinted,Maternal,WT_M3,7,WT Male,3
H19,Imprinted,Maternal,WT_F1,16,WT Female,4.087462841250339
H19,Imprinted,Maternal,WT_F2,6,WT Female,2.807354922057604
H19,Imprinted,Maternal,WT_F3,4,WT Female,2.321928094887362
H19,Imprinted,Maternal,HT_F1,2,HT Female,1.584962500721156
H19,Imprinted,Maternal,HT_F2,1,HT Female,1
H19,Imprinted,Maternal,HT_F3,11,HT Female,3.584962500721156
H19,Imprinted,Maternal,KO_M1,1,KO Male,1
H19,Imprinted,Maternal,KO_M2,1,KO Male,1
H19,Imprinted,Maternal,KO_M3,2,KO Male,1.584962500721156
Htr2a,Imprinted,Maternal,WT_M1,1179,WT Male,10.204571144249204
Htr2a,Imprinted,Maternal,WT_M2,1406,WT Male,10.458406613236532
Htr2a,Imprinted,Maternal,WT_M3,510,WT Male,8.997179480937621
Htr2a,Imprinted,Maternal,WT_F1,774,WT Female,9.5980525001616
Htr2a,Imprinted,Maternal,WT_F2,620,WT Female,9.278449458220482
Htr2a,Imprinted,Maternal,WT_F3,1169,WT Female,10.192292814470767
Htr2a,Imprinted,Maternal,HT_F1,1646,HT Female,10.685624839726355
Htr2a,Imprinted,Maternal,HT_F2,874,HT Female,9.77313920671969
Htr2a,Imprinted,Maternal,HT_F3,1062,HT Female,10.053925881531105
Htr2a,Imprinted,Maternal,KO_M1,679,KO Male,9.409390936137703
Htr2a,Imprinted,Maternal,KO_M2,934,KO Male,9.868822554774999
Htr2a,Imprinted,Maternal,KO_M3,1185,KO Male,10.211888294546004
Hymai,Imprinted,Paternal,WT_M1,17,WT Male,4.169925001442312
Hymai,Imprinted,Paternal,WT_M2,85,WT Male,6.426264754702098
Hymai,Imprinted,Paternal,WT_M3,68,WT Male,6.108524456778169
Hymai,Imprinted,Paternal,WT_F1,73,WT Female,6.20945336562895
Hymai,Imprinted,Paternal,WT_F2,51,WT Female,5.700439718141092
Hymai,Imprinted,Paternal,WT_F3,69,WT Female,6.129283016944966
Hymai,Imprinted,Paternal,HT_F1,136,HT Female,7.098032082960526
Hymai,Imprinted,Paternal,HT_F2,35,HT Female,5.169925001442312
Hymai,Imprinted,Paternal,HT_F3,21,HT Female,4.459431618637297
Hymai,Imprinted,Paternal,KO_M1,23,KO Male,4.584962500721156
Hymai,Imprinted,Paternal,KO_M2,74,KO Male,6.22881869049588
Hymai,Imprinted,Paternal,KO_M3,46,KO Male,5.554588851677638
Igf2,Imprinted,Paternal,WT_M1,17752,WT Male,14.115775219344808
Igf2,Imprinted,Paternal,WT_M2,16755,WT Male,14.032390168866524
Igf2,Imprinted,Paternal,WT_M3,12577,WT Male,13.618614920250803
Igf2,Imprinted,Paternal,WT_F1,28744,WT Female,14.811023410300866
Igf2,Imprinted,Paternal,WT_F2,2031,WT Female,10.988684686772165
Igf2,Imprinted,Paternal,WT_F3,16529,WT Female,14.012799104179676
Igf2,Imprinted,Paternal,HT_F1,17522,HT Female,14.096962170162607
Igf2,Imprinted,Paternal,HT_F2,5470,HT Female,12.41758884038258
Igf2,Imprinted,Paternal,HT_F3,2446,HT Female,11.25679838607939
Igf2,Imprinted,Paternal,KO_M1,7585,KO Male,12.889123656294238
Igf2,Imprinted,Paternal,KO_M2,1182,KO Male,10.208234358339789
Igf2,Imprinted,Paternal,KO_M3,1222,KO Male,10.256208688527387
Igf2r,Tissue Dependent,Maternal,WT_M1,5835,WT Male,12.510764167917891
Igf2r,Tissue Dependent,Maternal,WT_M2,8427,WT Male,13.040974598817305
Igf2r,Tissue Dependent,Maternal,WT_M3,3647,WT Male,11.832890014164741
Igf2r,Tissue Dependent,Maternal,WT_F1,6820,WT Female,12.735767547266637
Igf2r,Tissue Dependent,Maternal,WT_F2,4665,WT Female,12.187970591984199
Igf2r,Tissue Dependent,Maternal,WT_F3,6249,WT Female,12.609640474436812
Igf2r,Tissue Dependent,Maternal,HT_F1,9240,HT Female,13.173833263682058
Igf2r,Tissue Dependent,Maternal,HT_F2,4682,HT Female,12.193217322699065
Igf2r,Tissue Dependent,Maternal,HT_F3,4715,HT Female,12.203348002979762
Igf2r,Tissue Dependent,Maternal,KO_M1,3658,KO Male,11.837233700339088
Igf2r,Tissue Dependent,Maternal,KO_M2,4842,KO Male,12.241685287601625
Igf2r,Tissue Dependent,Maternal,KO_M3,4841,KO Male,12.241387363998937
Impact,Imprinted,Paternal,WT_M1,15861,WT Male,13.95328706787812
Impact,Imprinted,Paternal,WT_M2,25479,WT Male,14.637077657143664
Impact,Imprinted,Paternal,WT_M3,11801,WT Male,13.526743742999686
Impact,Imprinted,Paternal,WT_F1,17106,WT Female,14.062299160732607
Impact,Imprinted,Paternal,WT_F2,14990,WT Female,13.871809003457043
Impact,Imprinted,Paternal,WT_F3,21899,WT Female,14.418643249375899
Impact,Imprinted,Paternal,HT_F1,36885,HT Female,15.170785728000713
Impact,Imprinted,Paternal,HT_F2,19941,HT Female,14.283522485644026
Impact,Imprinted,Paternal,HT_F3,14951,HT Female,13.868050853745158
Impact,Imprinted,Paternal,KO_M1,9198,KO Male,13.167261322630226
Impact,Imprinted,Paternal,KO_M2,18422,KO Male,14.169220388465723
Impact,Imprinted,Paternal,KO_M3,20117,KO Male,14.29619926851494
Inpp5f,Imprinted,Paternal,WT_M1,11673,WT Male,13.511011352882239
Inpp5f,Imprinted,Paternal,WT_M2,16945,WT Male,14.048657153725893
Inpp5f,Imprinted,Paternal,WT_M3,7652,WT Male,12.901809684323629
Inpp5f,Imprinted,Paternal,WT_F1,11103,WT Female,13.43879185257826
Inpp5f,Imprinted,Paternal,WT_F2,9806,WT Female,13.259596162488423
Inpp5f,Imprinted,Paternal,WT_F3,11314,WT Female,13.465948964154254
Inpp5f,Imprinted,Paternal,HT_F1,16545,HT Female,14.014194866814499
Inpp5f,Imprinted,Paternal,HT_F2,9436,HT Female,13.204112587787996
Inpp5f,Imprinted,Paternal,HT_F3,10300,HT Female,13.33049677763869
Inpp5f,Imprinted,Paternal,KO_M1,5610,KO Male,12.45404219747008
Inpp5f,Imprinted,Paternal,KO_M2,9688,KO Male,13.242132057682372
Inpp5f,Imprinted,Paternal,KO_M3,10559,KO Male,13.366322214245816
Ins2,Imprinted,Paternal,WT_M1,23,WT Male,4.584962500721156
Ins2,Imprinted,Paternal,WT_M2,30,WT Male,4.954196310386875
Ins2,Imprinted,Paternal,WT_M3,19,WT Male,4.321928094887363
Ins2,Imprinted,Paternal,WT_F1,41,WT Female,5.392317422778761
Ins2,Imprinted,Paternal,WT_F2,0,WT Female,0
Ins2,Imprinted,Paternal,WT_F3,15,WT Female,4
Ins2,Imprinted,Paternal,HT_F1,39,HT Female,5.321928094887363
Ins2,Imprinted,Paternal,HT_F2,10,HT Female,3.4594316186372973
Ins2,Imprinted,Paternal,HT_F3,1,HT Female,1
Ins2,Imprinted,Paternal,KO_M1,73,KO Male,6.20945336562895
Ins2,Imprinted,Paternal,KO_M2,0,KO Male,0
Ins2,Imprinted,Paternal,KO_M3,0,KO Male,0
Jade1,Imprinted,Paternal,WT_M1,2908,WT Male,11.506307581100307
Jade1,Imprinted,Paternal,WT_M2,3815,WT Male,11.897845456005511
Jade1,Imprinted,Paternal,WT_M3,1619,WT Male,10.661778097771988
Jade1,Imprinted,Paternal,WT_F1,2803,WT Female,11.453270634010623
Jade1,Imprinted,Paternal,WT_F2,2200,WT Female,11.103943429891558
Jade1,Imprinted,Paternal,WT_F3,3010,WT Female,11.556026992724677
Jade1,Imprinted,Paternal,HT_F1,4976,HT Female,12.28106067167702
Jade1,Imprinted,Paternal,HT_F2,2448,HT Female,11.257977058563979
Jade1,Imprinted,Paternal,HT_F3,2570,HT Female,11.328113894833656
Jade1,Imprinted,Paternal,KO_M1,2367,KO Male,11.20945336562895
Jade1,Imprinted,Paternal,KO_M2,2390,KO Male,11.223398414711628
Jade1,Imprinted,Paternal,KO_M3,2657,KO Male,11.376125389276174
Jpx,Imprinted,Paternal,WT_M1,391,WT Male,8.614709844115207
Jpx,Imprinted,Paternal,WT_M2,539,WT Male,9.076815597050832
Jpx,Imprinted,Paternal,WT_M3,291,WT Male,8.189824558880018
Jpx,Imprinted,Paternal,WT_F1,362,WT Female,8.50382573799575
Jpx,Imprinted,Paternal,WT_F2,262,WT Female,8.038918989292302
Jpx,Imprinted,Paternal,WT_F3,359,WT Female,8.491853096329674
Jpx,Imprinted,Paternal,HT_F1,632,HT Female,9.306061689428342
Jpx,Imprinted,Paternal,HT_F2,249,HT Female,7.965784284662087
Jpx,Imprinted,Paternal,HT_F3,373,HT Female,8.546894459887637
Jpx,Imprinted,Paternal,KO_M1,293,KO Male,8.199672344836364
Jpx,Imprinted,Paternal,KO_M2,383,KO Male,8.584962500721156
Jpx,Imprinted,Paternal,KO_M3,406,KO Male,8.668884984266247
Kcnk9,Imprinted,Maternal,WT_M1,3016,WT Male,11.558898981146703
Kcnk9,Imprinted,Maternal,WT_M2,5214,WT Male,12.348451537407128
Kcnk9,Imprinted,Maternal,WT_M3,2603,WT Male,11.346513733165635
Kcnk9,Imprinted,Maternal,WT_F1,3305,WT Female,11.690871009292314
Kcnk9,Imprinted,Maternal,WT_F2,3662,WT Female,11.83880998570856
Kcnk9,Imprinted,Maternal,WT_F3,5000,WT Female,12.288000889707574
Kcnk9,Imprinted,Maternal,HT_F1,12081,HT Female,13.56057167123656
Kcnk9,Imprinted,Maternal,HT_F2,5966,HT Female,12.5427900615549
Kcnk9,Imprinted,Maternal,HT_F3,2468,HT Female,11.269711121142782
Kcnk9,Imprinted,Maternal,KO_M1,2922,KO Male,11.513234113806053
Kcnk9,Imprinted,Maternal,KO_M2,4099,KO Male,12.001408194392809
Kcnk9,Imprinted,Maternal,KO_M3,4371,KO Male,12.094077685671905
Kcnq1,Imprinted,Maternal,WT_M1,24,WT Male,4.643856189774724
Kcnq1,Imprinted,Maternal,WT_M2,43,WT Male,5.459431618637297
Kcnq1,Imprinted,Maternal,WT_M3,17,WT Male,4.169925001442312
Kcnq1,Imprinted,Maternal,WT_F1,16,WT Female,4.087462841250339
Kcnq1,Imprinted,Maternal,WT_F2,18,WT Female,4.247927513443585
Kcnq1,Imprinted,Maternal,WT_F3,33,WT Female,5.087462841250339
Kcnq1,Imprinted,Maternal,HT_F1,45,HT Female,5.523561956057013
Kcnq1,Imprinted,Maternal,HT_F2,26,HT Female,4.754887502163468
Kcnq1,Imprinted,Maternal,HT_F3,26,HT Female,4.754887502163468
Kcnq1,Imprinted,Maternal,KO_M1,11,KO Male,3.584962500721156
Kcnq1,Imprinted,Maternal,KO_M2,12,KO Male,3.700439718141092
Kcnq1,Imprinted,Maternal,KO_M3,25,KO Male,4.700439718141092
Kcnq1ot1,Imprinted,Paternal,WT_M1,4584,WT Male,12.162706018482417
Kcnq1ot1,Imprinted,Paternal,WT_M2,6527,WT Male,12.672425341971495
Kcnq1ot1,Imprinted,Paternal,WT_M3,5480,WT Male,12.420223419348645
Kcnq1ot1,Imprinted,Paternal,WT_F1,4572,WT Female,12.158925203806964
Kcnq1ot1,Imprinted,Paternal,WT_F2,4528,WT Female,12.144976824050111
Kcnq1ot1,Imprinted,Paternal,WT_F3,5480,WT Female,12.420223419348645
Kcnq1ot1,Imprinted,Paternal,HT_F1,9870,HT Female,13.268980531649836
Kcnq1ot1,Imprinted,Paternal,HT_F2,3568,HT Female,11.801304186049023
Kcnq1ot1,Imprinted,Paternal,HT_F3,3573,HT Female,11.80332391904149
Kcnq1ot1,Imprinted,Paternal,KO_M1,3683,KO Male,11.847057346091336
Kcnq1ot1,Imprinted,Paternal,KO_M2,5416,KO Male,12.403278375471052
Kcnq1ot1,Imprinted,Paternal,KO_M3,3050,KO Male,11.575066464578656
Klf14,Imprinted,Maternal,WT_M1,13,WT Male,3.807354922057604
Klf14,Imprinted,Maternal,WT_M2,62,WT Male,5.977279923499917
Klf14,Imprinted,Maternal,WT_M3,11,WT Male,3.584962500721156
Klf14,Imprinted,Maternal,WT_F1,33,WT Female,5.087462841250339
Klf14,Imprinted,Maternal,WT_F2,32,WT Female,5.044394119358453
Klf14,Imprinted,Maternal,WT_F3,82,WT Female,6.3750394313469245
Klf14,Imprinted,Maternal,HT_F1,76,HT Female,6.266786540694901
Klf14,Imprinted,Maternal,HT_F2,60,HT Female,5.930737337562887
Klf14,Imprinted,Maternal,HT_F3,1,HT Female,1
Klf14,Imprinted,Maternal,KO_M1,30,KO Male,4.954196310386875
Klf14,Imprinted,Maternal,KO_M2,40,KO Male,5.357552004618084
Klf14,Imprinted,Maternal,KO_M3,73,KO Male,6.20945336562895
Maged2,Imprinted,Maternal,WT_M1,1942,WT Male,10.924070185585345
Maged2,Imprinted,Maternal,WT_M2,3657,WT Male,11.836839359748716
Maged2,Imprinted,Maternal,WT_M3,1600,WT Male,10.644757592516257
Maged2,Imprinted,Maternal,WT_F1,2045,WT Female,10.99859042974533
Maged2,Imprinted,Maternal,WT_F2,1726,WT Female,10.754052367528924
Maged2,Imprinted,Maternal,WT_F3,2621,WT Female,11.356451970221755
Maged2,Imprinted,Maternal,HT_F1,3906,HT Female,11.931845540183673
Maged2,Imprinted,Maternal,HT_F2,2335,HT Female,11.189824558880018
Maged2,Imprinted,Maternal,HT_F3,1572,HT Female,10.619302955415687
Maged2,Imprinted,Maternal,KO_M1,1642,KO Male,10.682116764950074
Maged2,Imprinted,Maternal,KO_M2,2077,KO Male,11.020979938904212
Maged2,Imprinted,Maternal,KO_M3,2268,KO Male,11.147840893672337
Magel2,Imprinted,Paternal,WT_M1,66,WT Male,6.066089190457772
Magel2,Imprinted,Paternal,WT_M2,293,WT Male,8.199672344836364
Magel2,Imprinted,Paternal,WT_M3,136,WT Male,7.098032082960526
Magel2,Imprinted,Paternal,WT_F1,202,WT Female,7.6653359171851765
Magel2,Imprinted,Paternal,WT_F2,119,WT Female,6.906890595608519
Magel2,Imprinted,Paternal,WT_F3,276,WT Female,8.113742166049189
Magel2,Imprinted,Paternal,HT_F1,1138,HT Female,10.153552031708111
Magel2,Imprinted,Paternal,HT_F2,154,HT Female,7.2761244052742375
Magel2,Imprinted,Paternal,HT_F3,69,HT Female,6.129283016944966
Magel2,Imprinted,Paternal,KO_M1,141,KO Male,7.149747119504682
Magel2,Imprinted,Paternal,KO_M2,356,KO Male,8.479780264029099
Magel2,Imprinted,Paternal,KO_M3,217,KO Male,7.768184324776926
Magi2,Imprinted,Paternal,WT_M1,13887,WT Male,13.761551232444479
Magi2,Imprinted,Paternal,WT_M2,18704,WT Male,14.191136345438188
Magi2,Imprinted,Paternal,WT_M3,7967,WT Male,12.960001932068081
Magi2,Imprinted,Paternal,WT_F1,11621,WT Female,13.50457073932441
Magi2,Imprinted,Paternal,WT_F2,10337,WT Female,13.335669486946104
Magi2,Imprinted,Paternal,WT_F3,12387,WT Female,13.596655667674662
Magi2,Imprinted,Paternal,HT_F1,17411,HT Female,14.0877943047879
Magi2,Imprinted,Paternal,HT_F2,10940,HT Female,13.41745698505727
Magi2,Imprinted,Paternal,HT_F3,13631,HT Female,13.734709620225837
Magi2,Imprinted,Paternal,KO_M1,6546,KO Male,12.67661826358852
Magi2,Imprinted,Paternal,KO_M2,11334,KO Male,13.468496770628148
Magi2,Imprinted,Paternal,KO_M3,11108,KO Male,13.439441334892786
Mcts2,Imprinted,Paternal,WT_M1,365,WT Male,8.515699838284043
Mcts2,Imprinted,Paternal,WT_M2,521,WT Male,9.027905996569885
Mcts2,Imprinted,Paternal,WT_M3,280,WT Male,8.134426320220927
Mcts2,Imprinted,Paternal,WT_F1,327,WT Female,8.357552004618084
Mcts2,Imprinted,Paternal,WT_F2,336,WT Female,8.396604781181859
Mcts2,Imprinted,Paternal,WT_F3,462,WT Female,8.854868383260236
Mcts2,Imprinted,Paternal,HT_F1,699,HT Female,9.451211111832329
Mcts2,Imprinted,Paternal,HT_F2,371,HT Female,8.539158811108031
Mcts2,Imprinted,Paternal,HT_F3,320,HT Female,8.326429487122303
Mcts2,Imprinted,Paternal,KO_M1,124,KO Male,6.965784284662087
Mcts2,Imprinted,Paternal,KO_M2,361,KO Male,8.499845887083206
Mcts2,Imprinted,Paternal,KO_M3,364,KO Male,8.51175265376738
Meg3,Imprinted,Maternal,WT_M1,55209,WT Male,15.752641980679302
Meg3,Imprinted,Maternal,WT_M2,65138,WT Male,15.991233951507478
Meg3,Imprinted,Maternal,WT_M3,82065,WT Male,16.32449701579066
Meg3,Imprinted,Maternal,WT_F1,57292,WT Female,15.80607126229785
Meg3,Imprinted,Maternal,WT_F2,74077,WT Female,16.176757527971677
Meg3,Imprinted,Maternal,WT_F3,81833,WT Female,16.320412751324174
Meg3,Imprinted,Maternal,HT_F1,183574,HT Female,17.486010074409595
Meg3,Imprinted,Maternal,HT_F2,85792,HT Female,16.388572320080016
Meg3,Imprinted,Maternal,HT_F3,35636,HT Female,15.121088272321424
Meg3,Imprinted,Maternal,KO_M1,46521,KO Male,15.505625499749636
Meg3,Imprinted,Maternal,KO_M2,73507,KO Male,16.16561364898499
Meg3,Imprinted,Maternal,KO_M3,65596,KO Male,16.001342215976788
Mest,Imprinted,Paternal,WT_M1,2002,WT Male,10.967946705812707
Mest,Imprinted,Paternal,WT_M2,4259,WT Male,12.056637715113201
Mest,Imprinted,Paternal,WT_M3,2007,WT Male,10.971543553950772
Mest,Imprinted,Paternal,WT_F1,3577,WT Female,11.804937672051908
Mest,Imprinted,Paternal,WT_F2,2178,WT Female,11.089450481115907
Mest,Imprinted,Paternal,WT_F3,3646,WT Female,11.832494484336113
Mest,Imprinted,Paternal,HT_F1,7897,HT Female,12.947271652460348
Mest,Imprinted,Paternal,HT_F2,2904,HT Female,11.50432244829189
Mest,Imprinted,Paternal,HT_F3,1530,HT Female,10.580258567499788
Mest,Imprinted,Paternal,KO_M1,2383,KO Male,11.219168520462162
Mest,Imprinted,Paternal,KO_M2,3348,KO Male,11.709514660706716
Mest,Imprinted,Paternal,KO_M3,2220,KO Male,11.116993677546981
Mir184,Imprinted,Paternal,WT_M1,0,WT Male,0
Mir184,Imprinted,Paternal,WT_M2,0,WT Male,0
Mir184,Imprinted,Paternal,WT_M3,0,WT Male,0
Mir184,Imprinted,Paternal,WT_F1,0,WT Female,0
Mir184,Imprinted,Paternal,WT_F2,0,WT Female,0
Mir184,Imprinted,Paternal,WT_F3,0,WT Female,0
Mir184,Imprinted,Paternal,HT_F1,0,HT Female,0
Mir184,Imprinted,Paternal,HT_F2,0,HT Female,0
Mir184,Imprinted,Paternal,HT_F3,0,HT Female,0
Mir184,Imprinted,Paternal,KO_M1,0,KO Male,0
Mir184,Imprinted,Paternal,KO_M2,0,KO Male,0
Mir184,Imprinted,Paternal,KO_M3,0,KO Male,0
Mir296,Imprinted,Paternal,WT_M1,0,WT Male,0
Mir296,Imprinted,Paternal,WT_M2,0,WT Male,0
Mir296,Imprinted,Paternal,WT_M3,0,WT Male,0
Mir296,Imprinted,Paternal,WT_F1,0,WT Female,0
Mir296,Imprinted,Paternal,WT_F2,0,WT Female,0
Mir296,Imprinted,Paternal,WT_F3,0,WT Female,0
Mir296,Imprinted,Paternal,HT_F1,0,HT Female,0
Mir296,Imprinted,Paternal,HT_F2,1,HT Female,1
Mir296,Imprinted,Paternal,HT_F3,0,HT Female,0
Mir296,Imprinted,Paternal,KO_M1,0,KO Male,0
Mir296,Imprinted,Paternal,KO_M2,0,KO Male,0
Mir296,Imprinted,Paternal,KO_M3,0,KO Male,0
Mirg,Imprinted,Maternal,WT_M1,528,WT Male,9.047123912114026
Mirg,Imprinted,Maternal,WT_M2,663,WT Male,9.375039431346925
Mirg,Imprinted,Maternal,WT_M3,685,WT Male,9.422064766172813
Mirg,Imprinted,Maternal,WT_F1,565,WT Female,9.144658242831882
Mirg,Imprinted,Maternal,WT_F2,635,WT Female,9.312882955284355
Mirg,Imprinted,Maternal,WT_F3,728,WT Female,9.509775004326936
Mirg,Imprinted,Maternal,HT_F1,2121,HT Female,11.051208940914766
