baseMean,log2FoldChange,lfcSE,pvalue,padj,Gene_Name,Gene_Base,Gene_clean,Gene,Expressed_Allele,Status,Overall_Expression_Pattern,Comparison,neg_log10_padj,Is_Imprinted,Is_Significant,Large_Fold_Change,Significant_DEG,Significant_Imprinted_DEG,Volcano_Color,Label
5006.412991520546,-0.3451874492973155,0.23780121647283584,2.1920441525051973e-4,0.02869680878495987,Inpp5f_JF1,Inpp5f,INPP5F,Inpp5f,Paternal,Imprinted,NA,KO_M_vs_WT_M,1.5421663960931966,TRUE,TRUE,TRUE,TRUE,TRUE,Significant imprinted: paternal,Inpp5f
