Gene,Status,Expressed_Allele,Sample,Group,Maternal,Paternal,Total_Count,AER,Observed_Expression,log2_total_count
Ddc,Imprinted,Paternal,KO_M2,KO Male,174,303,477,-0.27044025157232704,Not Imprinted,8.900866807980748
Ddc,Imprinted,Paternal,KO_M3,KO Male,179,252,431,-0.16937354988399073,Not Imprinted,8.754887502163468
Dhcr7,Imprinted,Maternal,WT_M1,WT Male,1218,1364,2582,-0.056545313710302095,Not Imprinted,11.334831928118
Dhcr7,Imprinted,Maternal,WT_M2,WT Male,1605,2249,3854,-0.16709911779968864,Not Imprinted,11.912515144802397
Dhcr7,Imprinted,Maternal,WT_M3,WT Male,806,958,1764,-0.08616780045351474,Not Imprinted,10.785452468158542
Dhcr7,Imprinted,Maternal,WT_F1,WT Female,1237,1531,2768,-0.10621387283236994,Not Imprinted,11.43514933836693
Dhcr7,Imprinted,Maternal,WT_F2,WT Female,1006,1218,2224,-0.09532374100719425,Not Imprinted,11.119589620741122
Dhcr7,Imprinted,Maternal,WT_F3,WT Female,1142,1474,2616,-0.12691131498470948,Not Imprinted,11.353698209048035
Dhcr7,Imprinted,Maternal,HT_F1,HT Female,1706,2213,3919,-0.1293697371778515,Not Imprinted,11.936637939002571
Dhcr7,Imprinted,Maternal,HT_F2,HT Female,772,1040,1812,-0.1479028697571744,Not Imprinted,10.824163209744158
Dhcr7,Imprinted,Maternal,HT_F3,HT Female,1067,949,2016,0.05853174603174603,Not Imprinted,10.977995368612962
Dhcr7,Imprinted,Maternal,KO_M1,KO Male,674,760,1434,-0.0599721059972106,Not Imprinted,10.486835021563051
Dhcr7,Imprinted,Maternal,KO_M2,KO Male,1299,1226,2525,0.028910891089108912,Not Imprinted,11.302638923787553
Dhcr7,Imprinted,Maternal,KO_M3,KO Male,916,1145,2061,-0.1111111111111111,Not Imprinted,11.00982861736811
Dio3,Imprinted,Paternal,WT_M1,WT Male,29,0,29,1,Maternal,4.906890595608519
Dio3,Imprinted,Paternal,WT_M2,WT Male,170,0,170,1,Maternal,7.417852514885898
Dio3,Imprinted,Paternal,WT_M3,WT Male,35,0,35,1,Maternal,5.169925001442312
Dio3,Imprinted,Paternal,WT_F1,WT Female,115,49,164,0.4024390243902439,Not Imprinted,7.366322214245816
Dio3,Imprinted,Paternal,WT_F2,WT Female,37,0,37,1,Maternal,5.247927513443585
Dio3,Imprinted,Paternal,WT_F3,WT Female,160,195,355,-0.09859154929577464,Not Imprinted,8.475733430966399
Dio3,Imprinted,Paternal,HT_F1,HT Female,199,416,615,-0.35284552845528455,Not Imprinted,9.266786540694902
Dio3,Imprinted,Paternal,HT_F2,HT Female,308,382,690,-0.1072463768115942,Not Imprinted,9.432541900388259
Dio3,Imprinted,Paternal,HT_F3,HT Female,7,0,7,1,Maternal,3
Dio3,Imprinted,Paternal,KO_M1,KO Male,75,64,139,0.07913669064748201,Not Imprinted,7.129283016944966
Dio3,Imprinted,Paternal,KO_M2,KO Male,140,116,256,0.09375,Not Imprinted,8.005624549193879
Dio3,Imprinted,Paternal,KO_M3,KO Male,109,109,218,0,Not Imprinted,7.774787059601174
Dlk1,Imprinted,Paternal,WT_M1,WT Male,0,132,132,-1,Paternal,7.05528243550119
Dlk1,Imprinted,Paternal,WT_M2,WT Male,0,364,364,-1,Paternal,8.51175265376738
Dlk1,Imprinted,Paternal,WT_M3,WT Male,0,172,172,-1,Paternal,7.434628227636725
Dlk1,Imprinted,Paternal,WT_F1,WT Female,0,461,461,-1,Paternal,8.851749041416058
Dlk1,Imprinted,Paternal,WT_F2,WT Female,128,0,128,1,Maternal,7.011227255423254
Dlk1,Imprinted,Paternal,WT_F3,WT Female,0,393,393,-1,Paternal,8.622051819456376
Dlk1,Imprinted,Paternal,HT_F1,HT Female,16,2392,2408,-0.9867109634551495,Paternal,11.23421867823847
Dlk1,Imprinted,Paternal,HT_F2,HT Female,8,545,553,-0.9710669077757685,Paternal,9.113742166049189
Dlk1,Imprinted,Paternal,HT_F3,HT Female,39,0,39,1,Maternal,5.321928094887363
Dlk1,Imprinted,Paternal,KO_M1,KO Male,0,786,786,-1,Paternal,9.620219825507487
Dlk1,Imprinted,Paternal,KO_M2,KO Male,0,645,645,-1,Paternal,9.335390354693924
Dlk1,Imprinted,Paternal,KO_M3,KO Male,0,375,375,-1,Paternal,8.554588851677638
Fkbp6,Imprinted,Paternal,WT_M1,WT Male,0,0,0,NA,No Expression,0
Fkbp6,Imprinted,Paternal,WT_M2,WT Male,5,0,5,1,Maternal,2.584962500721156
Fkbp6,Imprinted,Paternal,WT_M3,WT Male,8,0,8,1,Maternal,3.169925001442312
Fkbp6,Imprinted,Paternal,WT_F1,WT Female,1,0,1,1,Maternal,1
Fkbp6,Imprinted,Paternal,WT_F2,WT Female,0,0,0,NA,No Expression,0
Fkbp6,Imprinted,Paternal,WT_F3,WT Female,2,0,2,1,Maternal,1.584962500721156
Fkbp6,Imprinted,Paternal,HT_F1,HT Female,6,0,6,1,Maternal,2.807354922057604
Fkbp6,Imprinted,Paternal,HT_F2,HT Female,0,0,0,NA,No Expression,0
Fkbp6,Imprinted,Paternal,HT_F3,HT Female,1,0,1,1,Maternal,1
Fkbp6,Imprinted,Paternal,KO_M1,KO Male,0,0,0,NA,No Expression,0
Fkbp6,Imprinted,Paternal,KO_M2,KO Male,13,0,13,1,Maternal,3.807354922057604
Fkbp6,Imprinted,Paternal,KO_M3,KO Male,4,0,4,1,Maternal,2.321928094887362
Fthl17a,Imprinted,Paternal,WT_M1,WT Male,0,0,0,NA,No Expression,0
Fthl17a,Imprinted,Paternal,WT_M2,WT Male,0,0,0,NA,No Expression,0
Fthl17a,Imprinted,Paternal,WT_M3,WT Male,0,0,0,NA,No Expression,0
Fthl17a,Imprinted,Paternal,WT_F1,WT Female,0,0,0,NA,No Expression,0
Fthl17a,Imprinted,Paternal,WT_F2,WT Female,0,0,0,NA,No Expression,0
Fthl17a,Imprinted,Paternal,WT_F3,WT Female,0,0,0,NA,No Expression,0
Fthl17a,Imprinted,Paternal,HT_F1,HT Female,0,0,0,NA,No Expression,0
Fthl17a,Imprinted,Paternal,HT_F2,HT Female,0,0,0,NA,No Expression,0
Fthl17a,Imprinted,Paternal,HT_F3,HT Female,0,0,0,NA,No Expression,0
Fthl17a,Imprinted,Paternal,KO_M1,KO Male,0,0,0,NA,No Expression,0
Fthl17a,Imprinted,Paternal,KO_M2,KO Male,1,0,1,1,Maternal,1
Fthl17a,Imprinted,Paternal,KO_M3,KO Male,0,0,0,NA,No Expression,0
Fthl17b,Imprinted,Paternal,WT_M1,WT Male,0,0,0,NA,No Expression,0
Fthl17b,Imprinted,Paternal,WT_M2,WT Male,0,0,0,NA,No Expression,0
Fthl17b,Imprinted,Paternal,WT_M3,WT Male,0,0,0,NA,No Expression,0
Fthl17b,Imprinted,Paternal,WT_F1,WT Female,0,0,0,NA,No Expression,0
Fthl17b,Imprinted,Paternal,WT_F2,WT Female,0,0,0,NA,No Expression,0
Fthl17b,Imprinted,Paternal,WT_F3,WT Female,1,0,1,1,Maternal,1
Fthl17b,Imprinted,Paternal,HT_F1,HT Female,0,0,0,NA,No Expression,0
Fthl17b,Imprinted,Paternal,HT_F2,HT Female,0,0,0,NA,No Expression,0
Fthl17b,Imprinted,Paternal,HT_F3,HT Female,0,0,0,NA,No Expression,0
Fthl17b,Imprinted,Paternal,KO_M1,KO Male,0,0,0,NA,No Expression,0
Fthl17b,Imprinted,Paternal,KO_M2,KO Male,0,0,0,NA,No Expression,0
Fthl17b,Imprinted,Paternal,KO_M3,KO Male,0,0,0,NA,No Expression,0
Fthl17c,Imprinted,Paternal,WT_M1,WT Male,0,0,0,NA,No Expression,0
Fthl17c,Imprinted,Paternal,WT_M2,WT Male,0,0,0,NA,No Expression,0
Fthl17c,Imprinted,Paternal,WT_M3,WT Male,0,0,0,NA,No Expression,0
Fthl17c,Imprinted,Paternal,WT_F1,WT Female,0,0,0,NA,No Expression,0
Fthl17c,Imprinted,Paternal,WT_F2,WT Female,0,0,0,NA,No Expression,0
Fthl17c,Imprinted,Paternal,WT_F3,WT Female,0,0,0,NA,No Expression,0
Fthl17c,Imprinted,Paternal,HT_F1,HT Female,0,0,0,NA,No Expression,0
Fthl17c,Imprinted,Paternal,HT_F2,HT Female,0,0,0,NA,No Expression,0
Fthl17c,Imprinted,Paternal,HT_F3,HT Female,0,0,0,NA,No Expression,0
Fthl17c,Imprinted,Paternal,KO_M1,KO Male,0,0,0,NA,No Expression,0
Fthl17c,Imprinted,Paternal,KO_M2,KO Male,0,0,0,NA,No Expression,0
Fthl17c,Imprinted,Paternal,KO_M3,KO Male,0,0,0,NA,No Expression,0
Fthl17d,Imprinted,Paternal,WT_M1,WT Male,0,0,0,NA,No Expression,0
Fthl17d,Imprinted,Paternal,WT_M2,WT Male,0,0,0,NA,No Expression,0
Fthl17d,Imprinted,Paternal,WT_M3,WT Male,0,0,0,NA,No Expression,0
Fthl17d,Imprinted,Paternal,WT_F1,WT Female,0,0,0,NA,No Expression,0
Fthl17d,Imprinted,Paternal,WT_F2,WT Female,0,0,0,NA,No Expression,0
Fthl17d,Imprinted,Paternal,WT_F3,WT Female,0,0,0,NA,No Expression,0
Fthl17d,Imprinted,Paternal,HT_F1,HT Female,0,0,0,NA,No Expression,0
Fthl17d,Imprinted,Paternal,HT_F2,HT Female,0,0,0,NA,No Expression,0
Fthl17d,Imprinted,Paternal,HT_F3,HT Female,0,0,0,NA,No Expression,0
Fthl17d,Imprinted,Paternal,KO_M1,KO Male,0,0,0,NA,No Expression,0
Fthl17d,Imprinted,Paternal,KO_M2,KO Male,0,0,0,NA,No Expression,0
Fthl17d,Imprinted,Paternal,KO_M3,KO Male,0,0,0,NA,No Expression,0
Fthl17e,Imprinted,Paternal,WT_M1,WT Male,0,0,0,NA,No Expression,0
Fthl17e,Imprinted,Paternal,WT_M2,WT Male,0,0,0,NA,No Expression,0
Fthl17e,Imprinted,Paternal,WT_M3,WT Male,0,0,0,NA,No Expression,0
Fthl17e,Imprinted,Paternal,WT_F1,WT Female,0,0,0,NA,No Expression,0
Fthl17e,Imprinted,Paternal,WT_F2,WT Female,0,0,0,NA,No Expression,0
Fthl17e,Imprinted,Paternal,WT_F3,WT Female,0,0,0,NA,No Expression,0
Fthl17e,Imprinted,Paternal,HT_F1,HT Female,0,0,0,NA,No Expression,0
Fthl17e,Imprinted,Paternal,HT_F2,HT Female,0,0,0,NA,No Expression,0
Fthl17e,Imprinted,Paternal,HT_F3,HT Female,0,0,0,NA,No Expression,0
Fthl17e,Imprinted,Paternal,KO_M1,KO Male,0,0,0,NA,No Expression,0
Fthl17e,Imprinted,Paternal,KO_M2,KO Male,0,0,0,NA,No Expression,0
Fthl17e,Imprinted,Paternal,KO_M3,KO Male,0,0,0,NA,No Expression,0
Fthl17f,Imprinted,Paternal,WT_M1,WT Male,0,0,0,NA,No Expression,0
Fthl17f,Imprinted,Paternal,WT_M2,WT Male,0,0,0,NA,No Expression,0
Fthl17f,Imprinted,Paternal,WT_M3,WT Male,0,0,0,NA,No Expression,0
Fthl17f,Imprinted,Paternal,WT_F1,WT Female,0,0,0,NA,No Expression,0
Fthl17f,Imprinted,Paternal,WT_F2,WT Female,0,0,0,NA,No Expression,0
Fthl17f,Imprinted,Paternal,WT_F3,WT Female,0,0,0,NA,No Expression,0
Fthl17f,Imprinted,Paternal,HT_F1,HT Female,0,0,0,NA,No Expression,0
Fthl17f,Imprinted,Paternal,HT_F2,HT Female,0,0,0,NA,No Expression,0
Fthl17f,Imprinted,Paternal,HT_F3,HT Female,3,0,3,1,Maternal,2
Fthl17f,Imprinted,Paternal,KO_M1,KO Male,0,0,0,NA,No Expression,0
Fthl17f,Imprinted,Paternal,KO_M2,KO Male,0,0,0,NA,No Expression,0
Fthl17f,Imprinted,Paternal,KO_M3,KO Male,0,0,0,NA,No Expression,0
Ftx,Imprinted,Paternal,WT_M1,WT Male,1383,42,1425,0.9410526315789474,Maternal,10.477758266443889
Ftx,Imprinted,Paternal,WT_M2,WT Male,1631,46,1677,0.9451401311866429,Maternal,10.712527000439824
Ftx,Imprinted,Paternal,WT_M3,WT Male,1248,40,1288,0.937888198757764,Maternal,10.332036548361652
Ftx,Imprinted,Paternal,WT_F1,WT Female,963,619,1582,0.21744627054361568,Not Imprinted,10.62844554013718
Ftx,Imprinted,Paternal,WT_F2,WT Female,941,722,1663,0.13168971737823212,Not Imprinted,10.700439718141093
Ftx,Imprinted,Paternal,WT_F3,WT Female,870,902,1772,-0.01805869074492099,Not Imprinted,10.79197682089869
Ftx,Imprinted,Paternal,HT_F1,HT Female,2042,1601,3643,0.12105407631073291,Not Imprinted,11.831307243802051
Ftx,Imprinted,Paternal,HT_F2,HT Female,686,930,1616,-0.15099009900990099,Not Imprinted,10.659103963473662
Ftx,Imprinted,Paternal,HT_F3,HT Female,848,340,1188,0.4276094276094276,Not Imprinted,10.215532999745657
Ftx,Imprinted,Paternal,KO_M1,KO Male,903,28,931,0.9398496240601504,Maternal,9.86418614465428
Ftx,Imprinted,Paternal,KO_M2,KO Male,1500,42,1542,0.9455252918287937,Maternal,10.591522346570734
Ftx,Imprinted,Paternal,KO_M3,KO Male,1431,42,1473,0.9429735234215886,Maternal,10.52552080909507
Gab1,Imprinted,Paternal,WT_M1,WT Male,1289,2068,3357,-0.23205242776288354,Not Imprinted,11.71338651493703
Gab1,Imprinted,Paternal,WT_M2,WT Male,1772,2278,4050,-0.12493827160493827,Not Imprinted,11.984062369686436
Gab1,Imprinted,Paternal,WT_M3,WT Male,823,842,1665,-0.011411411411411412,Not Imprinted,10.702172685365548
Gab1,Imprinted,Paternal,WT_F1,WT Female,1964,2015,3979,-0.012817290776577029,Not Imprinted,11.958552715431011
Gab1,Imprinted,Paternal,WT_F2,WT Female,1258,1421,2679,-0.06084359835759612,Not Imprinted,11.388017285345136
Gab1,Imprinted,Paternal,WT_F3,WT Female,1061,1730,2791,-0.23969903260480116,Not Imprinted,11.447083226209653
Gab1,Imprinted,Paternal,HT_F1,HT Female,2107,2250,4357,-0.03282074822125316,Not Imprinted,12.089450481115907
Gab1,Imprinted,Paternal,HT_F2,HT Female,1065,1071,2136,-0.0028089887640449437,Not Imprinted,11.061371192659811
Gab1,Imprinted,Paternal,HT_F3,HT Female,1166,1162,2328,0.001718213058419244,Not Imprinted,11.185494924210866
Gab1,Imprinted,Paternal,KO_M1,KO Male,1084,957,2041,0.06222439980401764,Not Imprinted,10.995767150877802
Gab1,Imprinted,Paternal,KO_M2,KO Male,1113,1388,2501,-0.10995601759296282,Not Imprinted,11.28886607416582
Gab1,Imprinted,Paternal,KO_M3,KO Male,1165,1091,2256,0.03280141843971631,Not Imprinted,11.140190703191836
Galnt6,Imprinted,Paternal,WT_M1,WT Male,208,656,864,-0.5185185185185185,Not Imprinted,9.756556322524087
Galnt6,Imprinted,Paternal,WT_M2,WT Male,266,686,952,-0.4411764705882353,Not Imprinted,9.896332403909941
Galnt6,Imprinted,Paternal,WT_M3,WT Male,281,216,497,0.13078470824949698,Not Imprinted,8.960001932068081
Galnt6,Imprinted,Paternal,WT_F1,WT Female,1044,548,1592,0.31155778894472363,Not Imprinted,10.63753055152531
Galnt6,Imprinted,Paternal,WT_F2,WT Female,468,329,797,0.17440401505646172,Not Imprinted,9.640244936222345
Galnt6,Imprinted,Paternal,WT_F3,WT Female,202,495,697,-0.42037302725968434,Not Imprinted,9.447083226209653
Galnt6,Imprinted,Paternal,HT_F1,HT Female,602,547,1149,0.047867711053089644,Not Imprinted,10.167418145831737
Galnt6,Imprinted,Paternal,HT_F2,HT Female,275,147,422,0.3033175355450237,Not Imprinted,8.72451385311995
Galnt6,Imprinted,Paternal,HT_F3,HT Female,132,473,605,-0.5636363636363636,Not Imprinted,9.243173983472952
Galnt6,Imprinted,Paternal,KO_M1,KO Male,117,335,452,-0.4823008849557522,Not Imprinted,8.823367240046235
Galnt6,Imprinted,Paternal,KO_M2,KO Male,421,312,733,0.14870395634379263,Not Imprinted,9.519636252843213
Galnt6,Imprinted,Paternal,KO_M3,KO Male,364,346,710,0.02535211267605634,Not Imprinted,9.473705749619416
Gatm,Imprinted,Maternal,WT_M1,WT Male,2863,3476,6339,-0.09670294999211232,Not Imprinted,12.63026712502677
Gatm,Imprinted,Maternal,WT_M2,WT Male,4299,4110,8409,0.022475918658580094,Not Imprinted,13.037890085142507
Gatm,Imprinted,Maternal,WT_M3,WT Male,1569,1912,3481,-0.09853490376328641,Not Imprinted,11.7657004876511
Gatm,Imprinted,Maternal,WT_F1,WT Female,3630,4131,7761,-0.06455353691534596,Not Imprinted,12.922212717785449
Gatm,Imprinted,Maternal,WT_F2,WT Female,2519,3284,5803,-0.13182836463897984,Not Imprinted,12.502831804066744
Gatm,Imprinted,Maternal,WT_F3,WT Female,3260,2811,6071,0.0739581617525943,Not Imprinted,12.567956075415466
Gatm,Imprinted,Maternal,HT_F1,HT Female,4289,3767,8056,0.06479642502482622,Not Imprinted,12.976027040189834
Gatm,Imprinted,Maternal,HT_F2,HT Female,1895,2050,3945,-0.03929024081115336,Not Imprinted,11.946175240723559
Gatm,Imprinted,Maternal,HT_F3,HT Female,2365,2833,5198,-0.09003462870334744,Not Imprinted,12.344018439881326
Gatm,Imprinted,Maternal,KO_M1,KO Male,1311,2021,3332,-0.21308523409363744,Not Imprinted,11.702605602110248
Gatm,Imprinted,Maternal,KO_M2,KO Male,2288,2525,4813,-0.049241637232495326,Not Imprinted,12.233020426474496
Gatm,Imprinted,Maternal,KO_M3,KO Male,2217,2612,4829,-0.08179747359701801,Not Imprinted,12.237807473723135
Gm35612,Imprinted,Maternal,WT_M1,WT Male,34,0,34,1,Maternal,5.129283016944966
Gm35612,Imprinted,Maternal,WT_M2,WT Male,61,0,61,1,Maternal,5.954196310386875
Gm35612,Imprinted,Maternal,WT_M3,WT Male,23,0,23,1,Maternal,4.584962500721156
Gm35612,Imprinted,Maternal,WT_F1,WT Female,20,0,20,1,Maternal,4.392317422778761
Gm35612,Imprinted,Maternal,WT_F2,WT Female,22,1,23,0.9130434782608695,Maternal,4.584962500721156
Gm35612,Imprinted,Maternal,WT_F3,WT Female,30,0,30,1,Maternal,4.954196310386875
Gm35612,Imprinted,Maternal,HT_F1,HT Female,51,0,51,1,Maternal,5.700439718141092
Gm35612,Imprinted,Maternal,HT_F2,HT Female,9,0,9,1,Maternal,3.321928094887362
Gm35612,Imprinted,Maternal,HT_F3,HT Female,20,0,20,1,Maternal,4.392317422778761
Gm35612,Imprinted,Maternal,KO_M1,KO Male,82,0,82,1,Maternal,6.3750394313469245
Gm35612,Imprinted,Maternal,KO_M2,KO Male,44,0,44,1,Maternal,5.491853096329675
Gm35612,Imprinted,Maternal,KO_M3,KO Male,65,0,65,1,Maternal,6.044394119358453
Gnai3,Predicted,Maternal,WT_M1,WT Male,1931,1479,3410,0.13255131964809383,Not Imprinted,11.735979039613404
Gnai3,Predicted,Maternal,WT_M2,WT Male,2279,1949,4228,0.07805108798486282,Not Imprinted,12.046100845028802
Gnai3,Predicted,Maternal,WT_M3,WT Male,1165,844,2009,0.15978098556495768,Not Imprinted,10.972979786066292
Gnai3,Predicted,Maternal,WT_F1,WT Female,1823,1522,3345,0.08998505231689088,Not Imprinted,11.708221730038353
Gnai3,Predicted,Maternal,WT_F2,WT Female,1388,1221,2609,0.06400919892679187,Not Imprinted,11.349834091457247
Gnai3,Predicted,Maternal,WT_F3,WT Female,1772,1563,3335,0.06266866566716642,Not Imprinted,11.703903573444663
Gnai3,Predicted,Maternal,HT_F1,HT Female,2590,2180,4770,0.0859538784067086,Not Imprinted,12.220075970984304
Gnai3,Predicted,Maternal,HT_F2,HT Female,1532,1033,2565,0.19454191033138402,Not Imprinted,11.325305455089682
Gnai3,Predicted,Maternal,HT_F3,HT Female,1430,1359,2789,0.02545715310147006,Not Imprinted,11.44604940671655
Gnai3,Predicted,Maternal,KO_M1,KO Male,1138,588,1726,0.3186558516801854,Not Imprinted,10.754052367528924
Gnai3,Predicted,Maternal,KO_M2,KO Male,1471,1144,2615,0.12504780114722752,Not Imprinted,11.353146825498083
Gnai3,Predicted,Maternal,KO_M3,KO Male,1653,1096,2749,0.20261913423062933,Not Imprinted,11.425215903299383
Gnas,Imprinted - Isoform Dependent,Maternal,WT_M1,WT Male,22487,33302,55789,-0.19385541952714694,Not Imprinted,15.767718930935438
Gnas,Imprinted - Isoform Dependent,Maternal,WT_M2,WT Male,35998,49972,85970,-0.16254507386297545,Not Imprinted,16.391562467133024
Gnas,Imprinted - Isoform Dependent,Maternal,WT_M3,WT Male,16021,32399,48420,-0.3382486575795126,Not Imprinted,15.56334525401524
Gnas,Imprinted - Isoform Dependent,Maternal,WT_F1,WT Female,28859,34570,63429,-0.09003767992558609,Not Imprinted,15.952877721720233
Gnas,Imprinted - Isoform Dependent,Maternal,WT_F2,WT Female,21886,33045,54931,-0.20314576468660683,Not Imprinted,15.745359198941893
Gnas,Imprinted - Isoform Dependent,Maternal,WT_F3,WT Female,24000,44022,68022,-0.29434594689953253,Not Imprinted,16.053735013788106
Gnas,Imprinted - Isoform Dependent,Maternal,HT_F1,HT Female,35499,51965,87464,-0.18826031281441508,Not Imprinted,16.41641820303167
Gnas,Imprinted - Isoform Dependent,Maternal,HT_F2,HT Female,22387,32394,54781,-0.18267282451945016,Not Imprinted,15.741414316958398
Gnas,Imprinted - Isoform Dependent,Maternal,HT_F3,HT Female,22914,29572,52486,-0.12685287505239493,Not Imprinted,15.679672519319315
Gnas,Imprinted - Isoform Dependent,Maternal,KO_M1,KO Male,18142,26667,44809,-0.19025195831194627,Not Imprinted,15.451533106039868
Gnas,Imprinted - Isoform Dependent,Maternal,KO_M2,KO Male,26242,33932,60174,-0.12779605809818195,Not Imprinted,15.876876616249222
Gnas,Imprinted - Isoform Dependent,Maternal,KO_M3,KO Male,20874,37962,58836,-0.29043442790128493,Not Imprinted,15.844436067415787
Grb10,Imprinted - Isoform Dependent,Maternal,WT_M1,WT Male,474,1478,1952,-0.514344262295082,Not Imprinted,10.93147623388679
Grb10,Imprinted - Isoform Dependent,Maternal,WT_M2,WT Male,410,3177,3587,-0.7713967103429049,Paternal,11.80896417491926
Grb10,Imprinted - Isoform Dependent,Maternal,WT_M3,WT Male,255,1314,1569,-0.6749521988527725,Not Imprinted,10.61654884377899
Grb10,Imprinted - Isoform Dependent,Maternal,WT_F1,WT Female,485,1978,2463,-0.606171335769387,Not Imprinted,11.266786540694902
Grb10,Imprinted - Isoform Dependent,Maternal,WT_F2,WT Female,77,1498,1575,-0.9022222222222223,Paternal,10.622051819456376
Grb10,Imprinted - Isoform Dependent,Maternal,WT_F3,WT Female,635,2163,2798,-0.5461043602573267,Not Imprinted,11.450695771572915
Grb10,Imprinted - Isoform Dependent,Maternal,HT_F1,HT Female,579,7166,7745,-0.8504841833440929,Paternal,12.919235786028347
Grb10,Imprinted - Isoform Dependent,Maternal,HT_F2,HT Female,153,2571,2724,-0.8876651982378855,Paternal,11.41204051455165
Grb10,Imprinted - Isoform Dependent,Maternal,HT_F3,HT Female,107,1618,1725,-0.8759420289855072,Paternal,10.753216749178955
Grb10,Imprinted - Isoform Dependent,Maternal,KO_M1,KO Male,228,1919,2147,-0.7876106194690266,Paternal,11.068778277985412
Grb10,Imprinted - Isoform Dependent,Maternal,KO_M2,KO Male,165,2988,3153,-0.8953377735490009,Paternal,11.62296694479051
Grb10,Imprinted - Isoform Dependent,Maternal,KO_M3,KO Male,256,2184,2440,-0.7901639344262295,Paternal,11.253256579781153
H13,Imprinted,Maternal,WT_M1,WT Male,2002,1436,3438,0.16463059918557302,Not Imprinted,11.74777340052679
H13,Imprinted,Maternal,WT_M2,WT Male,2,5328,5330,-0.999249530956848,Paternal,12.380190466749834
H13,Imprinted,Maternal,WT_M3,WT Male,1521,1262,2783,0.09306503772906935,Not Imprinted,11.442943495848729
H13,Imprinted,Maternal,WT_F1,WT Female,1762,2113,3875,-0.09058064516129032,Not Imprinted,11.92035285541508
H13,Imprinted,Maternal,WT_F2,WT Female,0,3343,3343,-1,Paternal,11.707359132080883
H13,Imprinted,Maternal,WT_F3,WT Female,2409,2092,4501,0.0704287936014219,Not Imprinted,12.136350341454156
H13,Imprinted,Maternal,HT_F1,HT Female,4586,3431,8017,0.14406885368591743,Not Imprinted,12.96902670215077
H13,Imprinted,Maternal,HT_F2,HT Female,2042,1815,3857,0.05885403163080114,Not Imprinted,11.913637428049103
H13,Imprinted,Maternal,HT_F3,HT Female,3,2667,2670,-0.9977528089887641,Paternal,11.38316426063511
H13,Imprinted,Maternal,KO_M1,KO Male,1366,1068,2434,0.12243221035332785,Not Imprinted,11.249706056969705
H13,Imprinted,Maternal,KO_M2,KO Male,3,3344,3347,-0.9982073498655513,Paternal,11.709083812550343
H13,Imprinted,Maternal,KO_M3,KO Male,1755,1590,3345,0.04932735426008968,Not Imprinted,11.708221730038353
H19,Imprinted,Maternal,WT_M1,WT Male,6,0,6,1,Maternal,2.807354922057604
H19,Imprinted,Maternal,WT_M2,WT Male,3,0,3,1,Maternal,2
H19,Imprinted,Maternal,WT_M3,WT Male,7,0,7,1,Maternal,3
H19,Imprinted,Maternal,WT_F1,WT Female,16,0,16,1,Maternal,4.087462841250339
H19,Imprinted,Maternal,WT_F2,WT Female,6,0,6,1,Maternal,2.807354922057604
H19,Imprinted,Maternal,WT_F3,WT Female,4,0,4,1,Maternal,2.321928094887362
H19,Imprinted,Maternal,HT_F1,HT Female,2,0,2,1,Maternal,1.584962500721156
H19,Imprinted,Maternal,HT_F2,HT Female,1,0,1,1,Maternal,1
H19,Imprinted,Maternal,HT_F3,HT Female,11,0,11,1,Maternal,3.584962500721156
H19,Imprinted,Maternal,KO_M1,KO Male,1,0,1,1,Maternal,1
H19,Imprinted,Maternal,KO_M2,KO Male,1,0,1,1,Maternal,1
H19,Imprinted,Maternal,KO_M3,KO Male,2,0,2,1,Maternal,1.584962500721156
Htr2a,Imprinted,Maternal,WT_M1,WT Male,628,551,1179,0.06530958439355386,Not Imprinted,10.204571144249204
Htr2a,Imprinted,Maternal,WT_M2,WT Male,915,491,1406,0.3015647226173542,Not Imprinted,10.458406613236532
Htr2a,Imprinted,Maternal,WT_M3,WT Male,241,269,510,-0.054901960784313725,Not Imprinted,8.997179480937621
Htr2a,Imprinted,Maternal,WT_F1,WT Female,326,448,774,-0.15762273901808785,Not Imprinted,9.5980525001616
Htr2a,Imprinted,Maternal,WT_F2,WT Female,196,424,620,-0.36774193548387096,Not Imprinted,9.278449458220482
Htr2a,Imprinted,Maternal,WT_F3,WT Female,631,538,1169,0.07955517536355859,Not Imprinted,10.192292814470767
Htr2a,Imprinted,Maternal,HT_F1,HT Female,891,755,1646,0.08262454434993925,Not Imprinted,10.685624839726355
Htr2a,Imprinted,Maternal,HT_F2,HT Female,621,253,874,0.42105263157894735,Not Imprinted,9.77313920671969
Htr2a,Imprinted,Maternal,HT_F3,HT Female,580,482,1062,0.09227871939736347,Not Imprinted,10.053925881531105
Htr2a,Imprinted,Maternal,KO_M1,KO Male,479,200,679,0.4108983799705449,Not Imprinted,9.409390936137703
Htr2a,Imprinted,Maternal,KO_M2,KO Male,352,582,934,-0.2462526766595289,Not Imprinted,9.868822554774999
Htr2a,Imprinted,Maternal,KO_M3,KO Male,707,478,1185,0.19324894514767932,Not Imprinted,10.211888294546004
Hymai,Imprinted,Paternal,WT_M1,WT Male,17,0,17,1,Maternal,4.169925001442312
Hymai,Imprinted,Paternal,WT_M2,WT Male,85,0,85,1,Maternal,6.426264754702098
Hymai,Imprinted,Paternal,WT_M3,WT Male,68,0,68,1,Maternal,6.108524456778169
Hymai,Imprinted,Paternal,WT_F1,WT Female,73,0,73,1,Maternal,6.20945336562895
