Gene_Name,baseMean,log2FoldChange,lfcSE,pvalue,padj
Id4,5092.8612818393385,0.23230360867027577,0.14554901944102622,5.514926510887499e-4,0.04683136933921467
Klhl40,194.75090700076032,0.3972448834262601,0.2980037584012459,5.59992013377291e-4,0.04683136933921467
Tsr2,5143.424067008102,0.14293175029476252,0.07230813819045522,5.66629330612335e-4,0.04683136933921467
Wdr95,23.10454335753002,0.5959010611974639,0.7530962834472872,5.665499832256104e-4,0.04683136933921467
Zdbf2,3500.2408488789806,0.47122142530237726,0.39410365233596545,5.639808565022204e-4,0.04683136933921467
Zfp984,343.1214335441642,-0.40230982312294056,0.30478490509045186,5.665644931552836e-4,0.04683136933921467
Col22a1,134.3130007901777,0.5238303829920021,0.5096273047500535,5.762377266755093e-4,0.04739762085779273
Loxl4,27.509351802836004,-0.5787487703665986,0.8571827753889039,5.905868876120288e-4,0.04834656754732566
Bex2,4333.018766801949,0.2571489858034773,0.1701021778479173,5.952600699503945e-4,0.048498179443209624
Gm29683,66.42844235926478,0.5787045047875106,0.8140409250905216,6.077667021071526e-4,0.049283572527943686
Gm13470,11.140130319595373,-0.5562292917494207,0.8598872882641379,6.252262548392405e-4,0.050461335901133254
Parvb,1314.9610957611649,0.37635013474003404,0.2891749631725158,6.348896064098065e-4,0.051001809456967216
Shd,545.6423378264426,0.29731693131814274,0.21230208995160113,6.549876840720156e-4,0.052371596636660564
Cavin3,445.03487401513274,0.33904625546103007,0.25623104633711824,6.788750457006461e-4,0.05403028199370281
C1qtnf4,3730.1983830111426,0.42210095797853203,0.35732291144582723,6.860374897601737e-4,0.054348711919203437
Itih3,1940.0040009018858,0.36406029257096717,0.2862791134304458,7.013901246834903e-4,0.05518185174433178
Slco1c1,4202.39461246527,-0.3225127369224181,0.24220324720717723,7.029739707991774e-4,0.05518185174433178
C2cd4c,792.8870192373952,0.362329108595462,0.2915132626458145,7.485775969843273e-4,0.05796755617007914
Ccdc60,65.2862157445023,-0.5200752669091587,0.6962717300257202,7.483054064467389e-4,0.05796755617007914
D630013N20Rik,23.15928511508308,0.5232462068946636,0.7510108847300614,7.484275390871477e-4,0.05796755617007914
Mpeg1,1336.4810747264098,-0.3026006047182556,0.22740642140146727,7.5572372690928e-4,0.05825850488474185
Tceal1,1262.6291417919426,0.1787011255306134,0.1087546121961845,7.594356794385605e-4,0.058283298059054876
Lrrc32,126.18008988588156,-0.379499372332478,0.31560801063918,7.66019105246688e-4,0.058527264170203624
Zfp992,75.70297729074929,-0.5027847580229331,0.6498820204262978,7.846719107032266e-4,0.059687145207518444
Slc18a1,9.948950720866916,-0.23004027175043096,0.706928285825842,7.903195398665877e-4,0.059851908413420744
Nkain4,946.3129599694194,0.2417070926881584,0.1699929161151779,8.061321129780788e-4,0.060781654185114706
St8sia6,345.51433781214547,-0.452251333824444,0.47256476401734027,8.190379778077119e-4,0.06148507369647325
Gjb6,2530.6889428255454,0.24449282351328094,0.17392408103265802,8.24953541582899e-4,0.06165989710152877
Gm10509,550.6150022081002,-0.33043022814236733,0.26584923626233237,8.334256447567604e-4,0.06202346432473362
Arntl,1879.5417890240471,-0.33926788874612246,0.2776507854908354,8.453788191268938e-4,0.06237299261635378
Slc30a2,11.829731337454861,0.47146601688860934,0.807924454067918,8.434367106794102e-4,0.06237299261635378
Gpld1,2247.108145741803,0.21733870411569092,0.148828642875277,8.599399280682686e-4,0.06290735022732598
Pomc,46.198752546015214,0.4677808025438174,0.5597340923230781,8.564179948059741e-4,0.06290735022732598
Rpl10l,3.7517904785702183,0.11793973640157579,0.5437489967543084,8.694150694269518e-4,0.06333099346829969
Ccnb1ip1,29.23019578175126,0.37293474422617173,0.8161706553599956,8.73482306970612e-4,0.06335879467988097
Klhl31,15.991092609002019,-0.33032897334362105,0.7918071629749823,8.905977333447864e-4,0.06382036508394016
Lhx2,4158.465393849612,0.23354364748409354,0.1666848506434226,8.909829341018929e-4,0.06382036508394016
Neto2,5273.174525934331,-0.24147080366728166,0.17455198042785186,8.86170533643833e-4,0.06382036508394016
Dnajc15,1133.065637646949,-0.2546848224162445,0.18990729933047032,9.109440196925894e-4,0.06471090348155084
Myh7b,118.50663039474578,0.4023600356913861,0.38384750360918996,9.090298077135229e-4,0.06471090348155084
Rhoq,3492.141684838162,-0.20815790436004808,0.14247751743368114,9.214937216699716e-4,0.06519094061410899
Gprasp1,42310.4526159608,0.17396395564445072,0.10955142613044289,9.343435976851877e-4,0.0656340353365442
Khdc3,37.42546917920041,0.45579164571743863,0.5850190318436347,9.371249618581737e-4,0.0656340353365442
Mill2,51.51979825448063,-0.41754013618301034,0.43075092753208405,9.392107901105156e-4,0.0656340353365442
Rab34,816.0731807753124,0.19985669495039418,0.13545919157625866,9.534052901018182e-4,0.0663562362029974
Mme,588.5602794697197,-0.30777585447146555,0.2530912740820963,9.607952647837296e-4,0.06660093305200442
Gbp4,94.48738304385567,-0.4171896038702977,0.44428442998940637,9.713019567935075e-4,0.06705884312946662
Parp9,227.9977769508843,-0.301720496457155,0.24751186098879024,9.774978277048748e-4,0.06721666062429801
Prps2,3147.7500778354406,-0.33319862447172777,0.29171250103445434,0.0010195339245697942,0.06955082419555289
Taf4b,749.7186282348534,-0.22535765388804724,0.16475716281715874,0.001019351312698912,0.06955082419555289
Sigmar1,1360.0584628505956,0.1601231282162803,0.09841634215984503,0.0010273303367165218,0.06980567517191195
Sln,28.13517168553219,0.42950253199556354,0.7553196335541493,0.001035555589535793,0.07008754385712528
Slc17a8,741.8155656029653,-0.39062467073688145,0.3980604733056494,0.0010453539420078855,0.07047325340022573
Fbxo27,698.0846958253877,0.18970158716965688,0.1289607923053673,0.0010613243210236946,0.070993098843262
Retsat,1795.5928182247617,0.17236761711673435,0.11134648358406078,0.0010597792646209366,0.070993098843262
Gm10007,8.336583425441116,0.41205053376803197,0.7603601177649917,0.0010766558749215082,0.07173950056502189
Sqstm1,18634.332378337243,0.15136101669091445,0.09084016789536513,0.0010826217279477355,0.071858494691697
Vsir,1523.8063705100258,0.23296107015747708,0.17665371589617362,0.001090031368339395,0.07207203558893284
