baseMean,log2FoldChange,lfcSE,pvalue,padj,Gene_Name
316.1384841091579,-0.02161591023748182,0.07931663363493618,0.34214891898743477,0.9176692137229868,0610009B22Rik_129
346.9377480440456,-0.03522086168957597,0.0828063636235112,0.174175782823166,0.7980661092953203,0610009B22Rik_JF1
34.19489883631952,-0.024201838432184916,0.1063331715127849,0.23983449338386306,0.858507428430682,0610009E02Rik_129
33.37281390919731,-0.04099085833580506,0.13598478626322952,0.09800067253416242,0.6919564570450548,0610009E02Rik_JF1
71.3560732014546,-0.005101672849326385,0.08070171558675726,0.785607763728758,0.9959140321773223,0610009L18Rik_129
60.989115938833606,0.018902659132910928,0.09205588541263471,0.34920366206605896,0.9196839223389137,0610009L18Rik_JF1
2006.5070831534692,0.006060293940724039,0.06555560945503733,0.8118931276562561,0.9987768961204305,0610010F05Rik_129
2050.850944183365,0.001089106422627497,0.06306989154556977,0.9679899723534808,1,0610010F05Rik_JF1
288.61213110943385,-0.0090187476460428,0.07825773594711928,0.6511971806400543,0.9894008181423484,0610010K14Rik_129
294.7156535444947,0.02540238882787363,0.08877737739191062,0.25884201181485894,0.8733021781704411,0610010K14Rik_JF1
690.9942104741443,0.013932855209580115,0.07028836231204572,0.5557797550996513,0.9729024864205513,0610012G03Rik_129
423.5597369086999,-0.020947963776640325,0.07366454597583685,0.3811894529894996,0.9278086965068055,0610012G03Rik_JF1
588.157315230584,0.007391965821036738,0.07080489672759319,0.7409895374099984,0.9954649956280309,0610030E20Rik_129
620.1391506355575,-0.013575943661044792,0.06299843467639361,0.6254421617007336,0.986669914908867,0610030E20Rik_JF1
28.095104467825816,-0.010185398255614524,0.10236844882778752,0.5333784257860881,0.9675522244220819,0610040B10Rik_129
3.2267663638219872,-0.006115380331812336,0.19111913582311793,0.6843863789689761,0.9930429400478376,0610040B10Rik_JF1
76.71372737738243,-8.422411064056105e-4,0.08654684202984089,0.9611721931653411,1,0610040J01Rik_129
135.71668031288917,-0.0012366987870932086,0.07249804257658118,0.9531788773757222,1,0610040J01Rik_JF1
65.96776061279256,-0.01812081975855044,0.10308669870364642,0.3348376014671934,0.9157123471356339,0610043K17Rik_129
19.703705073946264,-0.0134648131241262,0.12295474378089134,0.3729581306203417,0.9258958080935202,0610043K17Rik_JF1
70.59886043181716,-0.012218099034845485,0.11405429892738209,0.4311706178732056,0.9453766543212265,1110002E22Rik_129
227.01540650616707,-0.002269212049741388,0.11711684567344867,0.86055965062881,1,1110002E22Rik_JF1
15.581289021864087,-0.008496142881629844,0.12416867313660114,0.5307008698006761,0.966938613873736,1110002J07Rik_129
4.581369799798412,0.07727406483615903,0.7822317001327425,0.2029397893016421,0.8313320205940304,1110002J07Rik_JF1
367.4590821559364,-0.06015457605245143,0.12018373098745205,0.05335626064027348,0.5657361848334416,1110002L01Rik_129
403.07862830909636,-0.04675127806031477,0.1017336149223889,0.0928964237133475,0.6809564040565178,1110002L01Rik_JF1
1504.342874986077,-0.010541867439708948,0.08031933667880009,0.5938969062402484,0.9791388933929758,1110004F10Rik_129
1520.646823548943,-0.010779946781687219,0.07135976979294137,0.6334450397887069,0.9877849683511483,1110004F10Rik_JF1
18.6680299253405,0.010509259262079521,0.10818352744860767,0.5026203385832015,0.9623835185784935,1110006O24Rik_129
19.29777771901755,0.01884967260001909,0.25985976705463476,0.32129208964480555,0.908875953424989,1110006O24Rik_JF1
517.6069408830359,-2.3015190447296706e-4,0.15798366704784805,0.985974017281542,1,1110008P14Rik_129
1118.364339645781,-0.002002628542607855,0.13001939720128167,0.8708771803058203,1,1110008P14Rik_JF1
27.30021027109287,-0.012126503998674681,0.11409478508001919,0.4336012214709604,0.9459807679797163,1110015O18Rik_129
7.4385312434137605,-0.14221864846376048,1.095280403902162,0.11105587484774056,0.7164282822175111,1110015O18Rik_JF1
61.25121643198906,-0.020106786646177512,0.11940784217895378,0.26062596766379514,0.8741527491947495,1110017D15Rik_129
45.196652450572564,0.0038932647956529494,0.10733800744468343,0.7847535728596968,0.9959140321773223,1110017D15Rik_JF1
21.446409559817226,0.018609338264266976,0.12496766456055104,0.268201796497318,0.8784232560395299,1110020A21Rik_129
7.952989772294964,-0.04237977348287304,0.4750444063335474,0.2147240042150864,0.8411865127574879,1110020A21Rik_JF1
403.97773915134826,-0.14942497956267248,0.3193061803320295,0.0069286471650502925,0.17074296124057006,1110032A03Rik_129
650.0944224562037,0.0038172429441242694,0.08278120936308271,0.8336730726252454,0.9998517649241226,1110032A03Rik_JF1
344.8623246566778,-0.005425898280080172,0.07390224125347952,0.7938930675458797,0.9970729224632836,1110032F04Rik_129
135.45496520222855,-0.012108011295789745,0.08165776940587526,0.5418316623362178,0.9692595703346715,1110032F04Rik_JF1
84.00236457100426,0.021487176032681205,0.12183555203193679,0.23757896301001113,0.8582737036636878,1110038B12Rik_129
94.02011053375504,0.028102286235466865,0.11908968117256861,0.1810076982940103,0.80527948147735,1110038B12Rik_JF1
327.6241065817103,0.027585247992501075,0.08040562520625007,0.2540561050200373,0.8701929454521229,1110038F14Rik_129
223.83113541055158,0.023176494343146326,0.08495187591372791,0.29863229188115337,0.8952180254550386,1110038F14Rik_JF1
1729.8722267018713,0.03460636927221088,0.09224169753543876,0.16442627161902149,0.7915027000447369,1110051M20Rik_129
2690.9500823777817,-0.021101279992201162,0.0656925032390516,0.43690322508459883,0.9461081068122359,1110051M20Rik_JF1
71.60007017218217,-0.014048555501717637,0.09198003941134832,0.454377407834655,0.9504965443319745,1110059E24Rik_129
197.52240304177664,-0.009931364905938099,0.07197072318320626,0.6545474880862023,0.9894008181423484,1110059E24Rik_JF1
428.4418786330646,-0.008879187587169634,0.10069960912625561,0.5844556295100949,0.9781614307976102,1110059G10Rik_129
238.40239875802072,0.001538747215985199,0.19064513651826456,0.9194859705716276,1,1110059G10Rik_JF1
553.5279222739416,0.04653765352644001,0.10041243105774852,0.09425090413380652,0.6837940563308572,1110065P20Rik_129
460.9274064045235,0.10736008734336108,0.21523058055234942,0.0158702042537475,0.30203786703736885,1110065P20Rik_JF1
1.5435224495524091,0.013674427639712638,0.17436803888364086,0.3490915761946677,0.9195925350076802,1190005I06Rik_129
1.7006881102936404,0.028683224377391965,0.2730019935651556,0.16163695783778673,0.7911485108860289,1190005I06Rik_JF1
64.53326826601001,-0.01658562852455747,0.0929037355655689,0.39261271785588225,0.9340253500397038,1190007I07Rik_129
95.84195871190798,-0.026933065184671756,0.09502984791597385,0.22883391477414744,0.8536784604448905,1190007I07Rik_JF1
199.92113054963298,-0.01606545929180241,0.0770344606985718,0.4614909435691316,0.9523101785749898,1300002E11Rik_129
247.9335889221669,-0.0023240750799032503,0.0647756556151212,0.9284399810483281,1,1300002E11Rik_JF1
0.541689622271415,-0.014815395546702746,0.4102605801845479,0.6624432295354962,0.9905860706112647,1500004A13Rik_129
1461.279108423658,-0.05208043839997425,0.08646456611021826,0.08088632053590994,0.6522545063083238,1500004A13Rik_JF1
411.2779333689951,-0.008020001525493576,0.12342696594710216,0.55177818119132,0.9722438922686024,1500009C09Rik_129
3053.1366311201346,0.05495562331738437,0.1044870996577642,0.06639271946190191,0.6137458907395442,1500009C09Rik_JF1
361.2066610642785,-0.006650103929501054,0.06486296334078649,0.7981147061387789,0.9972607940445838,1500009L16Rik_129
401.8069467582315,0.002674601806571353,0.0644896240316951,0.9183814647851405,1,1500009L16Rik_JF1
1654.5751220384789,0.008489466940787577,0.06510026140396846,0.7436617112912987,0.9959140321773223,1500011B03Rik_129
1454.0188454993888,0.006532346453330048,0.06831538810464109,0.7824216271029009,0.9959140321773223,1500011B03Rik_JF1
10.39808839078424,0.018966130840911102,0.12697540164919494,0.2585647887008936,0.8732607198247087,1500012K07Rik_129
3.626420846903834,-0.001215278737826894,0.24294615395975175,0.9503776353175586,1,1500012K07Rik_JF1
494.1260500679325,0.006412912279738179,0.07387171570712962,0.7589549983754309,0.9959140321773223,1500015A07Rik_129
170.6025147510671,0.0065268855340278,0.08167180987597171,0.7276675490522433,0.994799281013713,1500015A07Rik_JF1
48.91645963261715,-0.009519681577847406,0.08988742871575722,0.5950119134676215,0.9794995569164475,1500026H17Rik_129
