Gene_Name,WT_M1,WT_M2,WT_M3,WT_F1,WT_F2,WT_F3,HT_F1,HT_F2,HT_F3,KO_M1,KO_M2,KO_M3
Hccs_JF1,1465.0609286452068,1311.4756494512885,1370.410295336259,662.5733661837498,750.9392663796934,811.024009725996,622.515668368595,955.9511768088529,565.7268771545837,1436.735329903742,1190.0437350780069,1313.7225398772684
Hcfc1_129,13632.828548605165,14907.369106450558,13365.730040933884,8035.972788996272,6752.815715237213,5758.006864284346,7564.3245361276595,4938.189001813257,9862.081459610523,10813.797890592114,14652.676306994044,12612.9370431781
Hcfc1_JF1,7.761912204742817,3.938365313667533,0,5346.479456997877,6055.998197785786,6981.132998128969,5617.2169919425705,8106.851357193105,4254.605128563311,1.5012908358450805,6.307652306067173,45.0247633621303
Hcfc1r1_129,979.9414158487806,913.7007527708677,1048.9560285289883,466.57402986676755,260.46091671728107,208.24776847785597,873.343932794185,901.3559808208893,228.8333435681462,511.9401750231724,660.2009413683642,906.4985690242233
Hcfc1r1_JF1,933.3699426203237,708.905756460156,876.9497980443963,1169.3033576374112,1416.1857636229654,1109.7760826478147,791.9613966367297,875.664123885377,1271.2963531563678,1435.234039067897,872.558569005959,854.46995358353945
Hcfc2_129,1656.1980166869985,1286.5326691313942,1270.308308742767,1348.092996131439,1673.2640710322298,1354.0498363897723,1496.466933522164,1839.1087589670876,1486.35731956532,1388.6940231566994,1456.0164073171727,1494.822143622726
Hcfc2_JF1,2275.2105150152383,2014.4738579409432,1804.6555329530984,1430.3171079522217,1641.6930508240744,1688.8278945756927,1410.8330708490207,1612.1640227033959,1813.7161305030847,1110.9552185253594,1439.1960011676601,1471.8094867931927
Hck_129,48.51195127964261,22.31740344411602,70.4943567559804,55.45347076285352,47.35653031223292,49.206223775358374,53.44524762579157,50.31321983204489,39.19830422232134,87.07486847901467,80.94820459452873,72.03962137940849
Hck_JF1,36.86908297252838,37.41447047984156,0,39.199867263396456,40.59131169619964,51.842271477609714,30.97395032858375,31.044327130410675,59.32716314729716,40.53485256781717,0,0
Hcls1_129,59.184580561163976,78.11091205440607,88.82288951253531,93.6972437027525,76.6724776483771,85.23220903946003,79.56053907930335,81.35754696245557,87.93133109331544,156.13424692788837,106.17881381879742,116.06383444460255
Hcls1_JF1,133.8929855318136,80.73648893018444,56.395485404784324,82.22411182078281,87.94784200843256,110.71400349455634,86.8485273919113,137.02323698939884,78.39660844464268,160.6381194354236,87.2558569005959,95.05227820894174
Hcn1_129,3106.7053599483124,8048.705912698549,2866.300545698163,6142.906028471273,5908.290924669059,6353.7536449931495,6250.057310420693,9982.356913485502,1499.0702830968837,3964.9090974668575,8295.614057862678,8330.581772291041
Hcn1_JF1,9833.372524383556,6843.566126716283,9553.395227570465,4567.262583347436,8932.343646035932,8588.24341393487,7173.202496684366,9543.454357503833,9743.427133315929,4852.1719814513,4702.354794173078,7048.876841915732
