Gene_Allele,Allele_Source,Gene,Status,Expressed_Allele,Sample,RawCount,Group,log2_count
Fthl17a_JF1,Paternal,Fthl17a,Imprinted,Paternal,KO_M3,0,KO Male,0
Fthl17b_129,Maternal,Fthl17b,Imprinted,Paternal,WT_M1,0,WT Male,0
Fthl17b_129,Maternal,Fthl17b,Imprinted,Paternal,WT_M2,0,WT Male,0
Fthl17b_129,Maternal,Fthl17b,Imprinted,Paternal,WT_M3,0,WT Male,0
Fthl17b_129,Maternal,Fthl17b,Imprinted,Paternal,WT_F1,0,WT Female,0
Fthl17b_129,Maternal,Fthl17b,Imprinted,Paternal,WT_F2,0,WT Female,0
Fthl17b_129,Maternal,Fthl17b,Imprinted,Paternal,WT_F3,1,WT Female,1
Fthl17b_129,Maternal,Fthl17b,Imprinted,Paternal,HT_F1,0,HT Female,0
Fthl17b_129,Maternal,Fthl17b,Imprinted,Paternal,HT_F2,0,HT Female,0
Fthl17b_129,Maternal,Fthl17b,Imprinted,Paternal,HT_F3,0,HT Female,0
Fthl17b_129,Maternal,Fthl17b,Imprinted,Paternal,KO_M1,0,KO Male,0
Fthl17b_129,Maternal,Fthl17b,Imprinted,Paternal,KO_M2,0,KO Male,0
Fthl17b_129,Maternal,Fthl17b,Imprinted,Paternal,KO_M3,0,KO Male,0
Fthl17b_JF1,Paternal,Fthl17b,Imprinted,Paternal,WT_M1,0,WT Male,0
Fthl17b_JF1,Paternal,Fthl17b,Imprinted,Paternal,WT_M2,0,WT Male,0
Fthl17b_JF1,Paternal,Fthl17b,Imprinted,Paternal,WT_M3,0,WT Male,0
Fthl17b_JF1,Paternal,Fthl17b,Imprinted,Paternal,WT_F1,0,WT Female,0
Fthl17b_JF1,Paternal,Fthl17b,Imprinted,Paternal,WT_F2,0,WT Female,0
Fthl17b_JF1,Paternal,Fthl17b,Imprinted,Paternal,WT_F3,0,WT Female,0
Fthl17b_JF1,Paternal,Fthl17b,Imprinted,Paternal,HT_F1,0,HT Female,0
Fthl17b_JF1,Paternal,Fthl17b,Imprinted,Paternal,HT_F2,0,HT Female,0
Fthl17b_JF1,Paternal,Fthl17b,Imprinted,Paternal,HT_F3,0,HT Female,0
Fthl17b_JF1,Paternal,Fthl17b,Imprinted,Paternal,KO_M1,0,KO Male,0
Fthl17b_JF1,Paternal,Fthl17b,Imprinted,Paternal,KO_M2,0,KO Male,0
Fthl17b_JF1,Paternal,Fthl17b,Imprinted,Paternal,KO_M3,0,KO Male,0
Fthl17c_129,Maternal,Fthl17c,Imprinted,Paternal,WT_M1,0,WT Male,0
Fthl17c_129,Maternal,Fthl17c,Imprinted,Paternal,WT_M2,0,WT Male,0
Fthl17c_129,Maternal,Fthl17c,Imprinted,Paternal,WT_M3,0,WT Male,0
Fthl17c_129,Maternal,Fthl17c,Imprinted,Paternal,WT_F1,0,WT Female,0
Fthl17c_129,Maternal,Fthl17c,Imprinted,Paternal,WT_F2,0,WT Female,0
Fthl17c_129,Maternal,Fthl17c,Imprinted,Paternal,WT_F3,0,WT Female,0
Fthl17c_129,Maternal,Fthl17c,Imprinted,Paternal,HT_F1,0,HT Female,0
Fthl17c_129,Maternal,Fthl17c,Imprinted,Paternal,HT_F2,0,HT Female,0
Fthl17c_129,Maternal,Fthl17c,Imprinted,Paternal,HT_F3,0,HT Female,0
Fthl17c_129,Maternal,Fthl17c,Imprinted,Paternal,KO_M1,0,KO Male,0
Fthl17c_129,Maternal,Fthl17c,Imprinted,Paternal,KO_M2,0,KO Male,0
Fthl17c_129,Maternal,Fthl17c,Imprinted,Paternal,KO_M3,0,KO Male,0
Fthl17c_JF1,Paternal,Fthl17c,Imprinted,Paternal,WT_M1,0,WT Male,0
Fthl17c_JF1,Paternal,Fthl17c,Imprinted,Paternal,WT_M2,0,WT Male,0
Fthl17c_JF1,Paternal,Fthl17c,Imprinted,Paternal,WT_M3,0,WT Male,0
Fthl17c_JF1,Paternal,Fthl17c,Imprinted,Paternal,WT_F1,0,WT Female,0
Fthl17c_JF1,Paternal,Fthl17c,Imprinted,Paternal,WT_F2,0,WT Female,0
Fthl17c_JF1,Paternal,Fthl17c,Imprinted,Paternal,WT_F3,0,WT Female,0
Fthl17c_JF1,Paternal,Fthl17c,Imprinted,Paternal,HT_F1,0,HT Female,0
Fthl17c_JF1,Paternal,Fthl17c,Imprinted,Paternal,HT_F2,0,HT Female,0
Fthl17c_JF1,Paternal,Fthl17c,Imprinted,Paternal,HT_F3,0,HT Female,0
Fthl17c_JF1,Paternal,Fthl17c,Imprinted,Paternal,KO_M1,0,KO Male,0
Fthl17c_JF1,Paternal,Fthl17c,Imprinted,Paternal,KO_M2,0,KO Male,0
Fthl17c_JF1,Paternal,Fthl17c,Imprinted,Paternal,KO_M3,0,KO Male,0
Fthl17d_129,Maternal,Fthl17d,Imprinted,Paternal,WT_M1,0,WT Male,0
Fthl17d_129,Maternal,Fthl17d,Imprinted,Paternal,WT_M2,0,WT Male,0
Fthl17d_129,Maternal,Fthl17d,Imprinted,Paternal,WT_M3,0,WT Male,0
Fthl17d_129,Maternal,Fthl17d,Imprinted,Paternal,WT_F1,0,WT Female,0
Fthl17d_129,Maternal,Fthl17d,Imprinted,Paternal,WT_F2,0,WT Female,0
Fthl17d_129,Maternal,Fthl17d,Imprinted,Paternal,WT_F3,0,WT Female,0
Fthl17d_129,Maternal,Fthl17d,Imprinted,Paternal,HT_F1,0,HT Female,0
Fthl17d_129,Maternal,Fthl17d,Imprinted,Paternal,HT_F2,0,HT Female,0
Fthl17d_129,Maternal,Fthl17d,Imprinted,Paternal,HT_F3,0,HT Female,0
Fthl17d_129,Maternal,Fthl17d,Imprinted,Paternal,KO_M1,0,KO Male,0
Fthl17d_129,Maternal,Fthl17d,Imprinted,Paternal,KO_M2,0,KO Male,0
Fthl17d_129,Maternal,Fthl17d,Imprinted,Paternal,KO_M3,0,KO Male,0
Fthl17d_JF1,Paternal,Fthl17d,Imprinted,Paternal,WT_M1,0,WT Male,0
Fthl17d_JF1,Paternal,Fthl17d,Imprinted,Paternal,WT_M2,0,WT Male,0
Fthl17d_JF1,Paternal,Fthl17d,Imprinted,Paternal,WT_M3,0,WT Male,0
Fthl17d_JF1,Paternal,Fthl17d,Imprinted,Paternal,WT_F1,0,WT Female,0
Fthl17d_JF1,Paternal,Fthl17d,Imprinted,Paternal,WT_F2,0,WT Female,0
Fthl17d_JF1,Paternal,Fthl17d,Imprinted,Paternal,WT_F3,0,WT Female,0
Fthl17d_JF1,Paternal,Fthl17d,Imprinted,Paternal,HT_F1,0,HT Female,0
Fthl17d_JF1,Paternal,Fthl17d,Imprinted,Paternal,HT_F2,0,HT Female,0
Fthl17d_JF1,Paternal,Fthl17d,Imprinted,Paternal,HT_F3,0,HT Female,0
Fthl17d_JF1,Paternal,Fthl17d,Imprinted,Paternal,KO_M1,0,KO Male,0
Fthl17d_JF1,Paternal,Fthl17d,Imprinted,Paternal,KO_M2,0,KO Male,0
Fthl17d_JF1,Paternal,Fthl17d,Imprinted,Paternal,KO_M3,0,KO Male,0
Fthl17e_129,Maternal,Fthl17e,Imprinted,Paternal,WT_M1,0,WT Male,0
Fthl17e_129,Maternal,Fthl17e,Imprinted,Paternal,WT_M2,0,WT Male,0
Fthl17e_129,Maternal,Fthl17e,Imprinted,Paternal,WT_M3,0,WT Male,0
Fthl17e_129,Maternal,Fthl17e,Imprinted,Paternal,WT_F1,0,WT Female,0
Fthl17e_129,Maternal,Fthl17e,Imprinted,Paternal,WT_F2,0,WT Female,0
Fthl17e_129,Maternal,Fthl17e,Imprinted,Paternal,WT_F3,0,WT Female,0
Fthl17e_129,Maternal,Fthl17e,Imprinted,Paternal,HT_F1,0,HT Female,0
Fthl17e_129,Maternal,Fthl17e,Imprinted,Paternal,HT_F2,0,HT Female,0
Fthl17e_129,Maternal,Fthl17e,Imprinted,Paternal,HT_F3,0,HT Female,0
Fthl17e_129,Maternal,Fthl17e,Imprinted,Paternal,KO_M1,0,KO Male,0
Fthl17e_129,Maternal,Fthl17e,Imprinted,Paternal,KO_M2,0,KO Male,0
Fthl17e_129,Maternal,Fthl17e,Imprinted,Paternal,KO_M3,0,KO Male,0
Fthl17e_JF1,Paternal,Fthl17e,Imprinted,Paternal,WT_M1,0,WT Male,0
Fthl17e_JF1,Paternal,Fthl17e,Imprinted,Paternal,WT_M2,0,WT Male,0
Fthl17e_JF1,Paternal,Fthl17e,Imprinted,Paternal,WT_M3,0,WT Male,0
Fthl17e_JF1,Paternal,Fthl17e,Imprinted,Paternal,WT_F1,0,WT Female,0
Fthl17e_JF1,Paternal,Fthl17e,Imprinted,Paternal,WT_F2,0,WT Female,0
Fthl17e_JF1,Paternal,Fthl17e,Imprinted,Paternal,WT_F3,0,WT Female,0
Fthl17e_JF1,Paternal,Fthl17e,Imprinted,Paternal,HT_F1,0,HT Female,0
Fthl17e_JF1,Paternal,Fthl17e,Imprinted,Paternal,HT_F2,0,HT Female,0
Fthl17e_JF1,Paternal,Fthl17e,Imprinted,Paternal,HT_F3,0,HT Female,0
Fthl17e_JF1,Paternal,Fthl17e,Imprinted,Paternal,KO_M1,0,KO Male,0
Fthl17e_JF1,Paternal,Fthl17e,Imprinted,Paternal,KO_M2,0,KO Male,0
Fthl17e_JF1,Paternal,Fthl17e,Imprinted,Paternal,KO_M3,0,KO Male,0
Fthl17f_129,Maternal,Fthl17f,Imprinted,Paternal,WT_M1,0,WT Male,0
Fthl17f_129,Maternal,Fthl17f,Imprinted,Paternal,WT_M2,0,WT Male,0
Fthl17f_129,Maternal,Fthl17f,Imprinted,Paternal,WT_M3,0,WT Male,0
Fthl17f_129,Maternal,Fthl17f,Imprinted,Paternal,WT_F1,0,WT Female,0
Fthl17f_129,Maternal,Fthl17f,Imprinted,Paternal,WT_F2,0,WT Female,0
Fthl17f_129,Maternal,Fthl17f,Imprinted,Paternal,WT_F3,0,WT Female,0
Fthl17f_129,Maternal,Fthl17f,Imprinted,Paternal,HT_F1,0,HT Female,0
Fthl17f_129,Maternal,Fthl17f,Imprinted,Paternal,HT_F2,0,HT Female,0
Fthl17f_129,Maternal,Fthl17f,Imprinted,Paternal,HT_F3,3,HT Female,2
Fthl17f_129,Maternal,Fthl17f,Imprinted,Paternal,KO_M1,0,KO Male,0
Fthl17f_129,Maternal,Fthl17f,Imprinted,Paternal,KO_M2,0,KO Male,0
Fthl17f_129,Maternal,Fthl17f,Imprinted,Paternal,KO_M3,0,KO Male,0
Fthl17f_JF1,Paternal,Fthl17f,Imprinted,Paternal,WT_M1,0,WT Male,0
Fthl17f_JF1,Paternal,Fthl17f,Imprinted,Paternal,WT_M2,0,WT Male,0
Fthl17f_JF1,Paternal,Fthl17f,Imprinted,Paternal,WT_M3,0,WT Male,0
Fthl17f_JF1,Paternal,Fthl17f,Imprinted,Paternal,WT_F1,0,WT Female,0
Fthl17f_JF1,Paternal,Fthl17f,Imprinted,Paternal,WT_F2,0,WT Female,0
Fthl17f_JF1,Paternal,Fthl17f,Imprinted,Paternal,WT_F3,0,WT Female,0
Fthl17f_JF1,Paternal,Fthl17f,Imprinted,Paternal,HT_F1,0,HT Female,0
Fthl17f_JF1,Paternal,Fthl17f,Imprinted,Paternal,HT_F2,0,HT Female,0
Fthl17f_JF1,Paternal,Fthl17f,Imprinted,Paternal,HT_F3,0,HT Female,0
Fthl17f_JF1,Paternal,Fthl17f,Imprinted,Paternal,KO_M1,0,KO Male,0
Fthl17f_JF1,Paternal,Fthl17f,Imprinted,Paternal,KO_M2,0,KO Male,0
Fthl17f_JF1,Paternal,Fthl17f,Imprinted,Paternal,KO_M3,0,KO Male,0
Ftx_129,Maternal,Ftx,Imprinted,Paternal,WT_M1,1383,WT Male,10.434628227636725
Ftx_129,Maternal,Ftx,Imprinted,Paternal,WT_M2,1631,WT Male,10.672425341971495
Ftx_129,Maternal,Ftx,Imprinted,Paternal,WT_M3,1248,WT Male,10.286557761607957
Ftx_129,Maternal,Ftx,Imprinted,Paternal,WT_F1,963,WT Female,9.912889336229961
Ftx_129,Maternal,Ftx,Imprinted,Paternal,WT_F2,941,WT Female,9.879583249612784
Ftx_129,Maternal,Ftx,Imprinted,Paternal,WT_F3,870,WT Female,9.766528908598865
Ftx_129,Maternal,Ftx,Imprinted,Paternal,HT_F1,2042,HT Female,10.996473488733228
Ftx_129,Maternal,Ftx,Imprinted,Paternal,HT_F2,686,HT Female,9.4241662888181
Ftx_129,Maternal,Ftx,Imprinted,Paternal,HT_F3,848,HT Female,9.729620743553038
Ftx_129,Maternal,Ftx,Imprinted,Paternal,KO_M1,903,KO Male,9.820178962415188
Ftx_129,Maternal,Ftx,Imprinted,Paternal,KO_M2,1500,KO Male,10.55170826162069
Ftx_129,Maternal,Ftx,Imprinted,Paternal,KO_M3,1431,KO Male,10.483815777264256
Ftx_JF1,Paternal,Ftx,Imprinted,Paternal,WT_M1,42,WT Male,5.426264754702098
Ftx_JF1,Paternal,Ftx,Imprinted,Paternal,WT_M2,46,WT Male,5.554588851677638
Ftx_JF1,Paternal,Ftx,Imprinted,Paternal,WT_M3,40,WT Male,5.357552004618084
Ftx_JF1,Paternal,Ftx,Imprinted,Paternal,WT_F1,619,WT Female,9.276124405274238
Ftx_JF1,Paternal,Ftx,Imprinted,Paternal,WT_F2,722,WT Female,9.497851836951117
Ftx_JF1,Paternal,Ftx,Imprinted,Paternal,WT_F3,902,WT Female,9.818582177480858
Ftx_JF1,Paternal,Ftx,Imprinted,Paternal,HT_F1,1601,HT Female,10.64565843240871
Ftx_JF1,Paternal,Ftx,Imprinted,Paternal,HT_F2,930,HT Female,9.862637357558794
Ftx_JF1,Paternal,Ftx,Imprinted,Paternal,HT_F3,340,HT Female,8.413627929024173
Ftx_JF1,Paternal,Ftx,Imprinted,Paternal,KO_M1,28,KO Male,4.857980995127572
Ftx_JF1,Paternal,Ftx,Imprinted,Paternal,KO_M2,42,KO Male,5.426264754702098
Ftx_JF1,Paternal,Ftx,Imprinted,Paternal,KO_M3,42,KO Male,5.426264754702098
Gab1_129,Maternal,Gab1,Imprinted,Paternal,WT_M1,1289,WT Male,10.333155350310616
Gab1_129,Maternal,Gab1,Imprinted,Paternal,WT_M2,1772,WT Male,10.79197682089869
Gab1_129,Maternal,Gab1,Imprinted,Paternal,WT_M3,823,WT Male,9.686500527183219
Gab1_129,Maternal,Gab1,Imprinted,Paternal,WT_F1,1964,WT Female,10.940313597145968
Gab1_129,Maternal,Gab1,Imprinted,Paternal,WT_F2,1258,WT Female,10.298062567719017
Gab1_129,Maternal,Gab1,Imprinted,Paternal,WT_F3,1061,WT Female,10.052568050804153
Gab1_129,Maternal,Gab1,Imprinted,Paternal,HT_F1,2107,HT Female,11.041659151637214
Gab1_129,Maternal,Gab1,Imprinted,Paternal,HT_F2,1065,HT Female,10.057991722759176
Gab1_129,Maternal,Gab1,Imprinted,Paternal,HT_F3,1166,HT Female,10.188588845707349
Gab1_129,Maternal,Gab1,Imprinted,Paternal,KO_M1,1084,KO Male,10.083479327331842
Gab1_129,Maternal,Gab1,Imprinted,Paternal,KO_M2,1113,KO Male,10.121533517340032
Gab1_129,Maternal,Gab1,Imprinted,Paternal,KO_M3,1165,KO Male,10.187352073200497
Gab1_JF1,Paternal,Gab1,Imprinted,Paternal,WT_M1,2068,WT Male,11.014717929860009
Gab1_JF1,Paternal,Gab1,Imprinted,Paternal,WT_M2,2278,WT Male,11.154185209265297
Gab1_JF1,Paternal,Gab1,Imprinted,Paternal,WT_M3,842,WT Male,9.719388820942083
Gab1_JF1,Paternal,Gab1,Imprinted,Paternal,WT_F1,2015,WT Female,10.977279923499916
Gab1_JF1,Paternal,Gab1,Imprinted,Paternal,WT_F2,1421,WT Female,10.473705749619416
Gab1_JF1,Paternal,Gab1,Imprinted,Paternal,WT_F3,1730,WT Female,10.757390009366638
Gab1_JF1,Paternal,Gab1,Imprinted,Paternal,HT_F1,2250,HT Female,11.136350341454156
Gab1_JF1,Paternal,Gab1,Imprinted,Paternal,HT_F2,1071,HT Female,10.066089190457772
Gab1_JF1,Paternal,Gab1,Imprinted,Paternal,HT_F3,1162,HT Female,10.183635381473218
Gab1_JF1,Paternal,Gab1,Imprinted,Paternal,KO_M1,957,KO Male,9.90388184573618
Gab1_JF1,Paternal,Gab1,Imprinted,Paternal,KO_M2,1388,KO Male,10.439830883981392
Gab1_JF1,Paternal,Gab1,Imprinted,Paternal,KO_M3,1091,KO Male,10.092757140919852
Galnt6_129,Maternal,Galnt6,Imprinted,Paternal,WT_M1,208,WT Male,7.7073591320808825
Galnt6_129,Maternal,Galnt6,Imprinted,Paternal,WT_M2,266,WT Male,8.060695931687555
Galnt6_129,Maternal,Galnt6,Imprinted,Paternal,WT_M3,281,WT Male,8.139551352398794
Galnt6_129,Maternal,Galnt6,Imprinted,Paternal,WT_F1,1044,WT Female,10.029287226968245
Galnt6_129,Maternal,Galnt6,Imprinted,Paternal,WT_F2,468,WT Female,8.873444112515376
Galnt6_129,Maternal,Galnt6,Imprinted,Paternal,WT_F3,202,WT Female,7.6653359171851765
Galnt6_129,Maternal,Galnt6,Imprinted,Paternal,HT_F1,602,HT Female,9.236014191900084
Galnt6_129,Maternal,Galnt6,Imprinted,Paternal,HT_F2,275,HT Female,8.108524456778168
Galnt6_129,Maternal,Galnt6,Imprinted,Paternal,HT_F3,132,HT Female,7.05528243550119
Galnt6_129,Maternal,Galnt6,Imprinted,Paternal,KO_M1,117,KO Male,6.882643049361842
Galnt6_129,Maternal,Galnt6,Imprinted,Paternal,KO_M2,421,KO Male,8.721099188707186
Galnt6_129,Maternal,Galnt6,Imprinted,Paternal,KO_M3,364,KO Male,8.51175265376738
Galnt6_JF1,Paternal,Galnt6,Imprinted,Paternal,WT_M1,656,WT Male,9.35974956032233
Galnt6_JF1,Paternal,Galnt6,Imprinted,Paternal,WT_M2,686,WT Male,9.4241662888181
Galnt6_JF1,Paternal,Galnt6,Imprinted,Paternal,WT_M3,216,WT Male,7.7615512324444795
Galnt6_JF1,Paternal,Galnt6,Imprinted,Paternal,WT_F1,548,WT Female,9.100662339005199
Galnt6_JF1,Paternal,Galnt6,Imprinted,Paternal,WT_F2,329,WT Female,8.366322214245816
Galnt6_JF1,Paternal,Galnt6,Imprinted,Paternal,WT_F3,495,WT Female,8.954196310386875
Galnt6_JF1,Paternal,Galnt6,Imprinted,Paternal,HT_F1,547,HT Female,9.098032082960527
Galnt6_JF1,Paternal,Galnt6,Imprinted,Paternal,HT_F2,147,HT Female,7.20945336562895
Galnt6_JF1,Paternal,Galnt6,Imprinted,Paternal,HT_F3,473,HT Female,8.888743248898258
Galnt6_JF1,Paternal,Galnt6,Imprinted,Paternal,KO_M1,335,KO Male,8.39231742277876
Galnt6_JF1,Paternal,Galnt6,Imprinted,Paternal,KO_M2,312,KO Male,8.290018846932618
Galnt6_JF1,Paternal,Galnt6,Imprinted,Paternal,KO_M3,346,KO Male,8.43879185257826
Gatm_129,Maternal,Gatm,Imprinted,Maternal,WT_M1,2863,WT Male,11.483815777264256
Gatm_129,Maternal,Gatm,Imprinted,Maternal,WT_M2,4299,WT Male,12.070120944476823
Gatm_129,Maternal,Gatm,Imprinted,Maternal,WT_M3,1569,WT Male,10.61654884377899
Gatm_129,Maternal,Gatm,Imprinted,Maternal,WT_F1,3630,WT Female,11.826151214800207
Gatm_129,Maternal,Gatm,Imprinted,Maternal,WT_F2,2519,WT Female,11.29920801838728
Gatm_129,Maternal,Gatm,Imprinted,Maternal,WT_F3,3260,WT Female,11.671098725748465
Gatm_129,Maternal,Gatm,Imprinted,Maternal,HT_F1,4289,HT Female,12.066761932386909
Gatm_129,Maternal,Gatm,Imprinted,Maternal,HT_F2,1895,HT Female,10.888743248898258
Gatm_129,Maternal,Gatm,Imprinted,Maternal,HT_F3,2365,HT Female,11.208234358339789
Gatm_129,Maternal,Gatm,Imprinted,Maternal,KO_M1,1311,KO Male,10.357552004618084
Gatm_129,Maternal,Gatm,Imprinted,Maternal,KO_M2,2288,KO Male,11.160501747555687
Gatm_129,Maternal,Gatm,Imprinted,Maternal,KO_M3,2217,KO Male,11.11504365016171
Gatm_JF1,Paternal,Gatm,Imprinted,Maternal,WT_M1,3476,WT Male,11.763627351727628
Gatm_JF1,Paternal,Gatm,Imprinted,Maternal,WT_M2,4110,WT Male,12.005273656563938
Gatm_JF1,Paternal,Gatm,Imprinted,Maternal,WT_M3,1912,WT Male,10.901621158346112
Gatm_JF1,Paternal,Gatm,Imprinted,Maternal,WT_F1,4131,WT Female,12.01262453886506
Gatm_JF1,Paternal,Gatm,Imprinted,Maternal,WT_F2,3284,WT Female,11.681677655209691
Gatm_JF1,Paternal,Gatm,Imprinted,Maternal,WT_F3,2811,WT Female,11.457380879072534
Gatm_JF1,Paternal,Gatm,Imprinted,Maternal,HT_F1,3767,HT Female,11.879583249612784
Gatm_JF1,Paternal,Gatm,Imprinted,Maternal,HT_F2,2050,HT Female,11.002111776479852
Gatm_JF1,Paternal,Gatm,Imprinted,Maternal,HT_F3,2833,HT Female,11.468624042918018
Gatm_JF1,Paternal,Gatm,Imprinted,Maternal,KO_M1,2021,KO Male,10.981567281903015
Gatm_JF1,Paternal,Gatm,Imprinted,Maternal,KO_M2,2525,KO Male,11.302638923787553
Gatm_JF1,Paternal,Gatm,Imprinted,Maternal,KO_M3,2612,KO Male,11.35149140932002
Gm35612_129,Maternal,Gm35612,Imprinted,Maternal,WT_M1,34,WT Male,5.129283016944966
Gm35612_129,Maternal,Gm35612,Imprinted,Maternal,WT_M2,61,WT Male,5.954196310386875
Gm35612_129,Maternal,Gm35612,Imprinted,Maternal,WT_M3,23,WT Male,4.584962500721156
Gm35612_129,Maternal,Gm35612,Imprinted,Maternal,WT_F1,20,WT Female,4.392317422778761
Gm35612_129,Maternal,Gm35612,Imprinted,Maternal,WT_F2,22,WT Female,4.523561956057013
Gm35612_129,Maternal,Gm35612,Imprinted,Maternal,WT_F3,30,WT Female,4.954196310386875
Gm35612_129,Maternal,Gm35612,Imprinted,Maternal,HT_F1,51,HT Female,5.700439718141092
Gm35612_129,Maternal,Gm35612,Imprinted,Maternal,HT_F2,9,HT Female,3.321928094887362
Gm35612_129,Maternal,Gm35612,Imprinted,Maternal,HT_F3,20,HT Female,4.392317422778761
Gm35612_129,Maternal,Gm35612,Imprinted,Maternal,KO_M1,82,KO Male,6.3750394313469245
Gm35612_129,Maternal,Gm35612,Imprinted,Maternal,KO_M2,44,KO Male,5.491853096329675
Gm35612_129,Maternal,Gm35612,Imprinted,Maternal,KO_M3,65,KO Male,6.044394119358453
Gm35612_JF1,Paternal,Gm35612,Imprinted,Maternal,WT_M1,0,WT Male,0
Gm35612_JF1,Paternal,Gm35612,Imprinted,Maternal,WT_M2,0,WT Male,0
Gm35612_JF1,Paternal,Gm35612,Imprinted,Maternal,WT_M3,0,WT Male,0
Gm35612_JF1,Paternal,Gm35612,Imprinted,Maternal,WT_F1,0,WT Female,0
Gm35612_JF1,Paternal,Gm35612,Imprinted,Maternal,WT_F2,1,WT Female,1
Gm35612_JF1,Paternal,Gm35612,Imprinted,Maternal,WT_F3,0,WT Female,0
Gm35612_JF1,Paternal,Gm35612,Imprinted,Maternal,HT_F1,0,HT Female,0
Gm35612_JF1,Paternal,Gm35612,Imprinted,Maternal,HT_F2,0,HT Female,0
Gm35612_JF1,Paternal,Gm35612,Imprinted,Maternal,HT_F3,0,HT Female,0
Gm35612_JF1,Paternal,Gm35612,Imprinted,Maternal,KO_M1,0,KO Male,0
Gm35612_JF1,Paternal,Gm35612,Imprinted,Maternal,KO_M2,0,KO Male,0
Gm35612_JF1,Paternal,Gm35612,Imprinted,Maternal,KO_M3,0,KO Male,0
Gnai3_129,Maternal,Gnai3,Predicted,Maternal,WT_M1,1931,WT Male,10.915879378835774
Gnai3_129,Maternal,Gnai3,Predicted,Maternal,WT_M2,2279,WT Male,11.154818109052105
Gnai3_129,Maternal,Gnai3,Predicted,Maternal,WT_M3,1165,WT Male,10.187352073200497
Gnai3_129,Maternal,Gnai3,Predicted,Maternal,WT_F1,1823,WT Female,10.832890014164741
Gnai3_129,Maternal,Gnai3,Predicted,Maternal,WT_F2,1388,WT Female,10.439830883981392
Gnai3_129,Maternal,Gnai3,Predicted,Maternal,WT_F3,1772,WT Female,10.79197682089869
Gnai3_129,Maternal,Gnai3,Predicted,Maternal,HT_F1,2590,HT Female,11.339293300180094
Gnai3_129,Maternal,Gnai3,Predicted,Maternal,HT_F2,1532,HT Female,10.582141981658777
Gnai3_129,Maternal,Gnai3,Predicted,Maternal,HT_F3,1430,HT Female,10.482807956726667
Gnai3_129,Maternal,Gnai3,Predicted,Maternal,KO_M1,1138,KO Male,10.153552031708111
Gnai3_129,Maternal,Gnai3,Predicted,Maternal,KO_M2,1471,KO Male,10.523561956057012
Gnai3_129,Maternal,Gnai3,Predicted,Maternal,KO_M3,1653,KO Male,10.691743519171276
Gnai3_JF1,Paternal,Gnai3,Predicted,Maternal,WT_M1,1479,WT Male,10.531381460516313
Gnai3_JF1,Paternal,Gnai3,Predicted,Maternal,WT_M2,1949,WT Male,10.929258408636972
Gnai3_JF1,Paternal,Gnai3,Predicted,Maternal,WT_M3,844,WT Male,9.722807531169547
Gnai3_JF1,Paternal,Gnai3,Predicted,Maternal,WT_F1,1522,WT Female,10.572700226487292
Gnai3_JF1,Paternal,Gnai3,Predicted,Maternal,WT_F2,1221,WT Female,10.25502856981873
Gnai3_JF1,Paternal,Gnai3,Predicted,Maternal,WT_F3,1563,WT Female,10.611024797307353
Gnai3_JF1,Paternal,Gnai3,Predicted,Maternal,HT_F1,2180,HT Female,11.09077405464075
Gnai3_JF1,Paternal,Gnai3,Predicted,Maternal,HT_F2,1033,HT Female,10.014020470314934
Gnai3_JF1,Paternal,Gnai3,Predicted,Maternal,HT_F3,1359,HT Female,10.409390936137703
Gnai3_JF1,Paternal,Gnai3,Predicted,Maternal,KO_M1,588,KO Male,9.20212382383046
Gnai3_JF1,Paternal,Gnai3,Predicted,Maternal,KO_M2,1144,KO Male,10.161131882984307
Gnai3_JF1,Paternal,Gnai3,Predicted,Maternal,KO_M3,1096,KO Male,10.099347810403193
Gnas_129,Maternal,Gnas,Imprinted - Isoform Dependent,Maternal,WT_M1,22487,WT Male,14.456867738380343
Gnas_129,Maternal,Gnas,Imprinted - Isoform Dependent,Maternal,WT_M2,35998,WT Male,15.135669210685547
Gnas_129,Maternal,Gnas,Imprinted - Isoform Dependent,Maternal,WT_M3,16021,WT Male,13.967766627794514
Gnas_129,Maternal,Gnas,Imprinted - Isoform Dependent,Maternal,WT_F1,28859,WT Female,14.81678367937856
Gnas_129,Maternal,Gnas,Imprinted - Isoform Dependent,Maternal,WT_F2,21886,WT Female,14.417786600777793
Gnas_129,Maternal,Gnas,Imprinted - Isoform Dependent,Maternal,WT_F3,24000,WT Female,14.550806896424309
Gnas_129,Maternal,Gnas,Imprinted - Isoform Dependent,Maternal,HT_F1,35499,HT Female,15.115531404166768
Gnas_129,Maternal,Gnas,Imprinted - Isoform Dependent,Maternal,HT_F2,22387,HT Female,14.450438032395652
Gnas_129,Maternal,Gnas,Imprinted - Isoform Dependent,Maternal,HT_F3,22914,HT Female,14.484004665261676
Gnas_129,Maternal,Gnas,Imprinted - Isoform Dependent,Maternal,KO_M1,18142,KO Male,14.147125409135397
Gnas_129,Maternal,Gnas,Imprinted - Isoform Dependent,Maternal,KO_M2,26242,KO Male,14.679645032345695
Gnas_129,Maternal,Gnas,Imprinted - Isoform Dependent,Maternal,KO_M3,20874,KO Male,14.349488577136139
Gnas_JF1,Paternal,Gnas,Imprinted - Isoform Dependent,Maternal,WT_M1,33302,WT Male,15.023364523517927
