Gene_Name,baseMean,log2FoldChange,lfcSE,pvalue,padj
Cdk5r1,19740.85525209966,0.016923982535004902,0.06626409725640772,0.0029557721093837843,0.4155588218708263
Hcn4,270.2629023710493,0.04862763079284641,0.22973201228587953,0.0030665408869984864,0.4214072766291078
Pyroxd2,437.6740565123279,0.04758430639665492,0.16226806373268685,0.003027428773969841,0.4214072766291078
Serinc2,518.1255257892342,-0.05165276123425365,0.17929400269270537,0.0030510760765035754,0.4214072766291078
Cd83,618.1723917737045,0.05214524612637667,0.1841581302660434,0.0031094487610665977,0.42411488810458364
Efhd1,759.0328147232309,-0.03819894503609108,0.13359793937698308,0.003183127289256035,0.4252487471301221
Mb21d2,1984.1763511214094,0.027021065220894085,0.09872839213379547,0.0031499750889310172,0.4252487471301221
Timm22,767.3472035498279,0.017512552017705775,0.06945888576458681,0.003187562420354912,0.4252487471301221
Dock5,1236.8923127423388,-0.052342318987974416,0.19563337170168799,0.0032599173286518447,0.42864394975373926
Vipr2,55.18804051344579,0.04189355125295306,0.2280130260010327,0.0032423321697951034,0.42864394975373926
Erbb3,1025.4086904208548,-0.04731257040011497,0.17039190235805898,0.0033681287121955774,0.43970920337713265
Myof,1320.3173710991002,-0.04998634320400726,0.2097725866025472,0.003413054322695646,0.4424141408220448
Gm26839,7.213607972426156,0.026113620675253912,0.20982977498584873,0.0035437660136783495,0.45612261571830415
6330403K07Rik,11049.60789894666,0.029246541251913925,0.11007050465196049,0.0036347632855584988,0.4579070360033173
Car11,5480.211371977173,0.024007280391439585,0.09315116640034787,0.003637330179481642,0.4579070360033173
Stox1,255.46778139915997,0.0370002751982501,0.13631736277582227,0.0036578446821953453,0.4579070360033173
Tceal1,1262.6291417919426,0.01440662950495945,0.06111439686000719,0.003590243001189016,0.4579070360033173
Plp1,58243.71373649293,-0.04150146117367228,0.15443045150295664,0.0037300680280361338,0.4637717914858259
Chrna4,1191.671706380948,0.04132230963832012,0.1545599970808733,0.003773202012576563,0.46529742474653807
Slc12a2,9390.626385572132,-0.04561100990989884,0.176586537566932,0.003793254707404616,0.46529742474653807
Bmp3,688.2239874881465,0.04508882154870901,0.200825919700449,0.0038850668607914134,0.4733824467645644
C1ql3,10376.99263756146,0.034223084392230194,0.1308742790929809,0.0040029730778052205,0.47985358663721867
Gm15417,65.7490512637031,-0.04380626671517731,0.1753421098770514,0.004043193759486331,0.47985358663721867
Pnpla1,35.00034243768733,0.04364781688714361,0.20138959250747268,0.003979962718920554,0.47985358663721867
Slc17a6,884.3023663119752,0.03450582517132448,0.21008902666527848,0.0040357865008176395,0.47985358663721867
Abca2,27422.87709422987,-0.014234348428805077,0.06289231557946565,0.004170699891677348,0.48864026871914673
Sox11,2834.0863629851187,0.03507049704490408,0.13592831957423313,0.00415469830770872,0.48864026871914673
Adra1b,228.90611351916985,0.03857545941893877,0.15200890492868377,0.004255468744884118,0.4922607737357407
Ces5a,56.604689692237066,0.037968467295960026,0.20326393683814978,0.004248672618556835,0.4922607737357407
Pank1,2823.8273814581516,-0.016172144229703644,0.07037921217685889,0.0043033728839157355,0.4946713597442006
Has1,40.50988326265268,0.039508442736554905,0.19646843598692013,0.004401636804298468,0.4969875494269622
Hs3st5,94.31462604083315,0.04108014210485886,0.19100994396613036,0.00440509837539902,0.4969875494269622
Klk10,167.58547630012197,0.01613165390605166,0.17284922376146736,0.004365424498121155,0.4969875494269622
Adamts9,1843.817462544871,-0.02296211611068822,0.0949383735540321,0.004436011311255382,0.497404777520335
